FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037910606,Census Tract 9106.06,"Census Tract 9106.06, Los Angeles County, California",6,37,910606,14000US06037910606,3476,831,815,561,254
6037910705,Census Tract 9107.05,"Census Tract 9107.05, Los Angeles County, California",6,37,910705,14000US06037910705,11788,3070,2780,2179,601
6037910706,Census Tract 9107.06,"Census Tract 9107.06, Los Angeles County, California",6,37,910706,14000US06037910706,6212,1633,1492,1112,380
6037910707,Census Tract 9107.07,"Census Tract 9107.07, Los Angeles County, California",6,37,910707,14000US06037910707,4940,1592,1412,844,568
6037910709,Census Tract 9107.09,"Census Tract 9107.09, Los Angeles County, California",6,37,910709,14000US06037910709,2006,539,539,462,77
6037910711,Census Tract 9107.11,"Census Tract 9107.11, Los Angeles County, California",6,37,910711,14000US06037910711,7753,2388,2217,1576,641
6037910712,Census Tract 9107.12,"Census Tract 9107.12, Los Angeles County, California",6,37,910712,14000US06037910712,2924,743,669,539,130
6037910713,Census Tract 9107.13,"Census Tract 9107.13, Los Angeles County, California",6,37,910713,14000US06037910713,5705,1516,1429,1157,272
6037910714,Census Tract 9107.14,"Census Tract 9107.14, Los Angeles County, California",6,37,910714,14000US06037910714,4113,948,909,595,314
6037910715,Census Tract 9107.15,"Census Tract 9107.15, Los Angeles County, California",6,37,910715,14000US06037910715,6494,2069,1904,1328,576
6037910716,Census Tract 9107.16,"Census Tract 9107.16, Los Angeles County, California",6,37,910716,14000US06037910716,5862,1760,1681,1221,460
6037910804,Census Tract 9108.04,"Census Tract 9108.04, Los Angeles County, California",6,37,910804,14000US06037910804,2926,1164,1117,1043,74
6037910805,Census Tract 9108.05,"Census Tract 9108.05, Los Angeles County, California",6,37,910805,14000US06037910805,4687,1720,1582,1424,158
6037910807,Census Tract 9108.07,"Census Tract 9108.07, Los Angeles County, California",6,37,910807,14000US06037910807,6245,1993,1923,1403,520
6037910808,Census Tract 9108.08,"Census Tract 9108.08, Los Angeles County, California",6,37,910808,14000US06037910808,3385,1100,1071,992,79
6037910809,Census Tract 9108.09,"Census Tract 9108.09, Los Angeles County, California",6,37,910809,14000US06037910809,2131,748,708,673,35
6037910810,Census Tract 9108.10,"Census Tract 9108.10, Los Angeles County, California",6,37,910810,14000US06037910810,2631,794,720,670,50
6037910811,Census Tract 9108.11,"Census Tract 9108.11, Los Angeles County, California",6,37,910811,14000US06037910811,173,64,43,43,0
6037910812,Census Tract 9108.12,"Census Tract 9108.12, Los Angeles County, California",6,37,910812,14000US06037910812,333,154,133,113,20
6037910813,Census Tract 9108.13,"Census Tract 9108.13, Los Angeles County, California",6,37,910813,14000US06037910813,4074,1361,1300,1211,89
6037911001,Census Tract 9110.01,"Census Tract 9110.01, Los Angeles County, California",6,37,911001,14000US06037911001,4380,1784,1572,1162,410
6037920011,Census Tract 9200.11,"Census Tract 9200.11, Los Angeles County, California",6,37,920011,14000US06037920011,204,91,54,42,12
6037920012,Census Tract 9200.12,"Census Tract 9200.12, Los Angeles County, California",6,37,920012,14000US06037920012,1023,540,441,330,111
6037920013,Census Tract 9200.13,"Census Tract 9200.13, Los Angeles County, California",6,37,920013,14000US06037920013,6516,2097,2072,1943,129
6037920015,Census Tract 9200.15,"Census Tract 9200.15, Los Angeles County, California",6,37,920015,14000US06037920015,5706,1864,1833,1706,127
6037920016,Census Tract 9200.16,"Census Tract 9200.16, Los Angeles County, California",6,37,920016,14000US06037920016,4465,1403,1354,1152,202
6037920017,Census Tract 9200.17,"Census Tract 9200.17, Los Angeles County, California",6,37,920017,14000US06037920017,4491,1362,1328,1061,267
6037920018,Census Tract 9200.18,"Census Tract 9200.18, Los Angeles County, California",6,37,920018,14000US06037920018,2095,716,709,607,102
6037920020,Census Tract 9200.20,"Census Tract 9200.20, Los Angeles County, California",6,37,920020,14000US06037920020,6911,2106,2032,1869,163
6037920023,Census Tract 9200.23,"Census Tract 9200.23, Los Angeles County, California",6,37,920023,14000US06037920023,2781,750,729,605,124
6037920026,Census Tract 9200.26,"Census Tract 9200.26, Los Angeles County, California",6,37,920026,14000US06037920026,360,105,92,80,12
6037920028,Census Tract 9200.28,"Census Tract 9200.28, Los Angeles County, California",6,37,920028,14000US06037920028,7271,2182,2131,1831,300
6037920029,Census Tract 9200.29,"Census Tract 9200.29, Los Angeles County, California",6,37,920029,14000US06037920029,3956,1202,1151,810,341
6037920030,Census Tract 9200.30,"Census Tract 9200.30, Los Angeles County, California",6,37,920030,14000US06037920030,5849,1906,1840,1203,637
6037920031,Census Tract 9200.31,"Census Tract 9200.31, Los Angeles County, California",6,37,920031,14000US06037920031,5618,2570,2521,2137,384
6037920032,Census Tract 9200.32,"Census Tract 9200.32, Los Angeles County, California",6,37,920032,14000US06037920032,3641,1042,969,926,43
6037920033,Census Tract 9200.33,"Census Tract 9200.33, Los Angeles County, California",6,37,920033,14000US06037920033,677,186,186,153,33
6037920034,Census Tract 9200.34,"Census Tract 9200.34, Los Angeles County, California",6,37,920034,14000US06037920034,3582,1149,1079,784,295
6037920035,Census Tract 9200.35,"Census Tract 9200.35, Los Angeles County, California",6,37,920035,14000US06037920035,7112,2256,2207,1646,561
6037920036,Census Tract 9200.36,"Census Tract 9200.36, Los Angeles County, California",6,37,920036,14000US06037920036,3170,954,954,593,361
6037920037,Census Tract 9200.37,"Census Tract 9200.37, Los Angeles County, California",6,37,920037,14000US06037920037,8266,2373,2236,384,1852
6037920038,Census Tract 9200.38,"Census Tract 9200.38, Los Angeles County, California",6,37,920038,14000US06037920038,4299,1673,1600,640,960
6037920039,Census Tract 9200.39,"Census Tract 9200.39, Los Angeles County, California",6,37,920039,14000US06037920039,1824,561,555,481,74
6037920040,Census Tract 9200.40,"Census Tract 9200.40, Los Angeles County, California",6,37,920040,14000US06037920040,3360,1011,993,682,311
6037920041,Census Tract 9200.41,"Census Tract 9200.41, Los Angeles County, California",6,37,920041,14000US06037920041,3100,912,824,267,557
6037920042,Census Tract 9200.42,"Census Tract 9200.42, Los Angeles County, California",6,37,920042,14000US06037920042,7527,2521,2481,1364,1117
6037920043,Census Tract 9200.43,"Census Tract 9200.43, Los Angeles County, California",6,37,920043,14000US06037920043,7005,2040,1988,1683,305
6037920044,Census Tract 9200.44,"Census Tract 9200.44, Los Angeles County, California",6,37,920044,14000US06037920044,2552,853,835,721,114
6037920045,Census Tract 9200.45,"Census Tract 9200.45, Los Angeles County, California",6,37,920045,14000US06037920045,4472,1372,1364,1236,128
6037920102,Census Tract 9201.02,"Census Tract 9201.02, Los Angeles County, California",6,37,920102,14000US06037920102,5387,1940,1814,1013,801
6037920104,Census Tract 9201.04,"Census Tract 9201.04, Los Angeles County, California",6,37,920104,14000US06037920104,2966,898,864,820,44
6037920106,Census Tract 9201.06,"Census Tract 9201.06, Los Angeles County, California",6,37,920106,14000US06037920106,3573,958,922,775,147
6037920107,Census Tract 9201.07,"Census Tract 9201.07, Los Angeles County, California",6,37,920107,14000US06037920107,5752,1569,1559,1266,293
6037920108,Census Tract 9201.08,"Census Tract 9201.08, Los Angeles County, California",6,37,920108,14000US06037920108,5170,1717,1707,1276,431
6037920109,Census Tract 9201.09,"Census Tract 9201.09, Los Angeles County, California",6,37,920109,14000US06037920109,5835,2186,2083,1312,771
6037920110,Census Tract 9201.10,"Census Tract 9201.10, Los Angeles County, California",6,37,920110,14000US06037920110,3093,1002,965,662,303
6037920111,Census Tract 9201.11,"Census Tract 9201.11, Los Angeles County, California",6,37,920111,14000US06037920111,2995,958,934,818,116
6037920112,Census Tract 9201.12,"Census Tract 9201.12, Los Angeles County, California",6,37,920112,14000US06037920112,4279,1496,1496,1147,349
6037920114,Census Tract 9201.14,"Census Tract 9201.14, Los Angeles County, California",6,37,920114,14000US06037920114,6723,2356,2342,1056,1286
6037920115,Census Tract 9201.15,"Census Tract 9201.15, Los Angeles County, California",6,37,920115,14000US06037920115,4026,1540,1509,1137,372
6037920116,Census Tract 9201.16,"Census Tract 9201.16, Los Angeles County, California",6,37,920116,14000US06037920116,5289,1691,1656,1526,130
6037920118,Census Tract 9201.18,"Census Tract 9201.18, Los Angeles County, California",6,37,920118,14000US06037920118,6169,1837,1803,1632,171
6037920119,Census Tract 9201.19,"Census Tract 9201.19, Los Angeles County, California",6,37,920119,14000US06037920119,1978,542,542,510,32
6037920200,Census Tract 9202,"Census Tract 9202, Los Angeles County, California",6,37,920200,14000US06037920200,5243,0,0,0,0
6037920303,Census Tract 9203.03,"Census Tract 9203.03, Los Angeles County, California",6,37,920303,14000US06037920303,1616,655,618,297,321
6037920312,Census Tract 9203.12,"Census Tract 9203.12, Los Angeles County, California",6,37,920312,14000US06037920312,4966,2017,1922,899,1023
6037920313,Census Tract 9203.13,"Census Tract 9203.13, Los Angeles County, California",6,37,920313,14000US06037920313,5800,1803,1803,1408,395
6037920314,Census Tract 9203.14,"Census Tract 9203.14, Los Angeles County, California",6,37,920314,14000US06037920314,3062,940,934,681,253
6037920322,Census Tract 9203.22,"Census Tract 9203.22, Los Angeles County, California",6,37,920322,14000US06037920322,2919,1048,1048,892,156
6037920326,Census Tract 9203.26,"Census Tract 9203.26, Los Angeles County, California",6,37,920326,14000US06037920326,6725,2626,2527,1261,1266
6037920328,Census Tract 9203.28,"Census Tract 9203.28, Los Angeles County, California",6,37,920328,14000US06037920328,2066,895,843,395,448
6037920329,Census Tract 9203.29,"Census Tract 9203.29, Los Angeles County, California",6,37,920329,14000US06037920329,5478,2141,2099,1318,781
6037920330,Census Tract 9203.30,"Census Tract 9203.30, Los Angeles County, California",6,37,920330,14000US06037920330,5071,2310,2277,1284,993
6037920331,Census Tract 9203.31,"Census Tract 9203.31, Los Angeles County, California",6,37,920331,14000US06037920331,3824,1436,1436,926,510
6037920332,Census Tract 9203.32,"Census Tract 9203.32, Los Angeles County, California",6,37,920332,14000US06037920332,2358,636,616,429,187
6037920334,Census Tract 9203.34,"Census Tract 9203.34, Los Angeles County, California",6,37,920334,14000US06037920334,6187,2266,2195,1300,895
6037920336,Census Tract 9203.36,"Census Tract 9203.36, Los Angeles County, California",6,37,920336,14000US06037920336,6554,1724,1661,373,1288
6037920337,Census Tract 9203.37,"Census Tract 9203.37, Los Angeles County, California",6,37,920337,14000US06037920337,7330,1977,1949,562,1387
6037920338,Census Tract 9203.38,"Census Tract 9203.38, Los Angeles County, California",6,37,920338,14000US06037920338,5979,1771,1759,1578,181
6037920339,Census Tract 9203.39,"Census Tract 9203.39, Los Angeles County, California",6,37,920339,14000US06037920339,7649,2422,2371,1773,598
6037930101,Census Tract 9301.01,"Census Tract 9301.01, Los Angeles County, California",6,37,930101,14000US06037930101,92,113,37,25,12
6037930200,Census Tract 9302,"Census Tract 9302, Los Angeles County, California",6,37,930200,14000US06037930200,419,179,141,108,33
6037930301,Census Tract 9303.01,"Census Tract 9303.01, Los Angeles County, California",6,37,930301,14000US06037930301,795,300,205,181,24
6037980001,Census Tract 9800.01,"Census Tract 9800.01, Los Angeles County, California",6,37,980001,14000US06037980001,0,0,0,0,0
6037980002,Census Tract 9800.02,"Census Tract 9800.02, Los Angeles County, California",6,37,980002,14000US06037980002,0,0,0,0,0
6037980003,Census Tract 9800.03,"Census Tract 9800.03, Los Angeles County, California",6,37,980003,14000US06037980003,0,0,0,0,0
6037980004,Census Tract 9800.04,"Census Tract 9800.04, Los Angeles County, California",6,37,980004,14000US06037980004,0,0,0,0,0
6037980005,Census Tract 9800.05,"Census Tract 9800.05, Los Angeles County, California",6,37,980005,14000US06037980005,0,0,0,0,0
6037980006,Census Tract 9800.06,"Census Tract 9800.06, Los Angeles County, California",6,37,980006,14000US06037980006,0,0,0,0,0
6037980007,Census Tract 9800.07,"Census Tract 9800.07, Los Angeles County, California",6,37,980007,14000US06037980007,0,0,0,0,0
6037980008,Census Tract 9800.08,"Census Tract 9800.08, Los Angeles County, California",6,37,980008,14000US06037980008,90,21,21,0,21
6037980009,Census Tract 9800.09,"Census Tract 9800.09, Los Angeles County, California",6,37,980009,14000US06037980009,5,12,0,0,0
6037980010,Census Tract 9800.10,"Census Tract 9800.10, Los Angeles County, California",6,37,980010,14000US06037980010,189,69,69,33,36
6037980013,Census Tract 9800.13,"Census Tract 9800.13, Los Angeles County, California",6,37,980013,14000US06037980013,0,0,0,0,0
6037980014,Census Tract 9800.14,"Census Tract 9800.14, Los Angeles County, California",6,37,980014,14000US06037980014,10,9,5,0,5
6037980015,Census Tract 9800.15,"Census Tract 9800.15, Los Angeles County, California",6,37,980015,14000US06037980015,556,300,276,0,276
6037980018,Census Tract 9800.18,"Census Tract 9800.18, Los Angeles County, California",6,37,980018,14000US06037980018,0,0,0,0,0
6037980019,Census Tract 9800.19,"Census Tract 9800.19, Los Angeles County, California",6,37,980019,14000US06037980019,151,70,70,58,12
6037980020,Census Tract 9800.20,"Census Tract 9800.20, Los Angeles County, California",6,37,980020,14000US06037980020,0,0,0,0,0
6037980021,Census Tract 9800.21,"Census Tract 9800.21, Los Angeles County, California",6,37,980021,14000US06037980021,12,4,4,4,0
6037980022,Census Tract 9800.22,"Census Tract 9800.22, Los Angeles County, California",6,37,980022,14000US06037980022,0,0,0,0,0
6037980023,Census Tract 9800.23,"Census Tract 9800.23, Los Angeles County, California",6,37,980023,14000US06037980023,0,0,0,0,0
6037980024,Census Tract 9800.24,"Census Tract 9800.24, Los Angeles County, California",6,37,980024,14000US06037980024,264,86,86,61,25
6037980025,Census Tract 9800.25,"Census Tract 9800.25, Los Angeles County, California",6,37,980025,14000US06037980025,0,0,0,0,0
6037980026,Census Tract 9800.26,"Census Tract 9800.26, Los Angeles County, California",6,37,980026,14000US06037980026,37,8,8,4,4
6037980028,Census Tract 9800.28,"Census Tract 9800.28, Los Angeles County, California",6,37,980028,14000US06037980028,0,0,0,0,0
6037980030,Census Tract 9800.30,"Census Tract 9800.30, Los Angeles County, California",6,37,980030,14000US06037980030,0,0,0,0,0
6037980031,Census Tract 9800.31,"Census Tract 9800.31, Los Angeles County, California",6,37,980031,14000US06037980031,1113,24,24,0,24
6037980033,Census Tract 9800.33,"Census Tract 9800.33, Los Angeles County, California",6,37,980033,14000US06037980033,14,14,14,0,14
6037990100,Census Tract 9901,"Census Tract 9901, Los Angeles County, California",6,37,990100,14000US06037990100,0,0,0,0,0
