FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Households:,Median Household Income (In 2018 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units: Owner Occupied,Median Household Income Occupied Housing Units: Renter Occupied,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Black or African American Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Asian Alone,Median Household Income (In 2018 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Two or More Races Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder, Not Hispanic or Latino"
6037901010,Census Tract 9010.10,"Census Tract 9010.10, Los Angeles County, California",6,37,901010,5853,1844,62614,81188,49135,245,43,78,81,45,81,70,12,114,113,196,247,170,151,76,122,63182,49653,,,,76818,199286,56100,69181
6037901011,Census Tract 9010.11,"Census Tract 9010.11, Los Angeles County, California",6,37,901011,5322,1940,65370,70737,49792,127,112,20,132,24,111,57,53,124,136,222,255,206,40,201,120,65880,135417,,,,,57750,65577,64141
6037901101,Census Tract 9011.01,"Census Tract 9011.01, Los Angeles County, California",6,37,901101,5482,1739,68139,79271,43363,81,127,66,8,140,112,68,103,21,25,224,338,179,140,84,23,75000,,,35658,,,,52841,79211
6037901102,Census Tract 9011.02,"Census Tract 9011.02, Los Angeles County, California",6,37,901102,5390,1818,75326,87656,43457,159,36,30,36,18,88,55,146,58,138,139,330,220,112,152,101,77772,51429,,,,41650,102321,48548,80000
6037901205,Census Tract 9012.05,"Census Tract 9012.05, Los Angeles County, California",6,37,901205,11698,3704,74318,95808,27966,219,327,79,136,188,108,40,93,189,160,331,621,294,336,379,204,83841,45845,,110917,,,,74816,87891
6037901209,Census Tract 9012.09,"Census Tract 9012.09, Los Angeles County, California",6,37,901209,1840,572,59911,66250,35800,36,21,26,24,29,41,25,6,34,45,59,98,42,22,47,17,63603,,,45735,,35050,,,61719
6037901210,Census Tract 9012.10,"Census Tract 9012.10, Los Angeles County, California",6,37,901210,1733,649,63322,68214,46343,12,6,44,29,0,31,11,48,58,70,65,132,43,41,35,24,72750,,,,,45688,,46750,69286
6037901213,Census Tract 9012.13,"Census Tract 9012.13, Los Angeles County, California",6,37,901213,3935,1286,114226,119573,53618,32,20,0,9,19,0,17,34,29,80,79,188,225,90,225,239,114565,112961,,215833,,,,,114022
6037910001,Census Tract 9100.01,"Census Tract 9100.01, Los Angeles County, California",6,37,910001,6316,1495,47679,56250,27452,60,171,63,128,40,140,35,88,29,156,114,136,190,80,31,34,60298,,,,,39125,68929,47159,69286
6037910002,Census Tract 9100.02,"Census Tract 9100.02, Los Angeles County, California",6,37,910002,8055,2042,45897,60479,41549,119,110,30,116,64,191,94,255,117,91,199,219,256,63,69,49,41867,107981,,,,45938,,42073,56339
6037910101,Census Tract 9101.01,"Census Tract 9101.01, Los Angeles County, California",6,37,910101,1802,434,41481,67898,21645,50,49,30,46,5,3,18,34,11,41,42,38,34,13,16,4,53750,,,,,40455,,36979,59205
6037910201,Census Tract 9102.01,"Census Tract 9102.01, Los Angeles County, California",6,37,910201,3996,1397,60964,79318,,133,72,55,75,56,67,39,37,48,103,84,250,154,60,117,47,55956,,,,,93307,,71250,54650
6037910202,Census Tract 9102.02,"Census Tract 9102.02, Los Angeles County, California",6,37,910202,5925,1587,98341,109583,64803,70,7,0,14,38,18,26,60,81,60,118,336,163,85,231,280,96474,175938,,108523,,120729,,108438,95545
6037910205,Census Tract 9102.05,"Census Tract 9102.05, Los Angeles County, California",6,37,910205,1367,449,59837,63750,41328,39,0,27,25,11,7,13,62,2,40,58,32,0,39,61,33,56176,,,173854,,57647,,55074,68214
6037910206,Census Tract 9102.06,"Census Tract 9102.06, Los Angeles County, California",6,37,910206,3608,1025,105170,106648,79000,38,23,18,25,21,7,13,11,0,71,45,232,111,125,168,117,97083,126250,,149792,,82333,111250,94479,91250
6037910207,Census Tract 9102.07,"Census Tract 9102.07, Los Angeles County, California",6,37,910207,5863,1677,88906,92000,84028,56,35,57,33,29,38,20,17,53,111,291,198,161,143,286,149,110956,61797,,146250,,63811,92763,83565,113750
6037910208,Census Tract 9102.08,"Census Tract 9102.08, Los Angeles County, California",6,37,910208,6252,1866,63813,75833,44198,60,61,77,66,74,99,90,140,93,147,107,328,181,62,192,89,70208,62647,,,,56708,32056,56813,67500
6037910209,Census Tract 9102.09,"Census Tract 9102.09, Los Angeles County, California",6,37,910209,4842,1345,102089,102304,,33,27,35,7,10,30,14,50,22,31,143,212,221,232,146,132,104167,62344,,128000,,101050,118750,101250,106528
6037910210,Census Tract 9102.10,"Census Tract 9102.10, Los Angeles County, California",6,37,910210,7507,2178,97963,100906,64927,95,0,17,0,29,59,66,49,103,91,240,362,320,287,256,204,120647,88162,,,,83266,,93750,112938
6037910301,Census Tract 9103.01,"Census Tract 9103.01, Los Angeles County, California",6,37,910301,4053,1434,97313,105795,,82,17,19,54,63,19,37,58,28,45,85,213,148,185,119,262,100938,,,,,,142604,86667,105664
6037910302,Census Tract 9103.02,"Census Tract 9103.02, Los Angeles County, California",6,37,910302,5476,1932,94365,99767,84828,49,13,111,52,82,77,25,108,65,44,47,358,104,196,319,282,93977,91533,,98000,,158365,,128652,83983
6037910401,Census Tract 9104.01,"Census Tract 9104.01, Los Angeles County, California",6,37,910401,6823,2219,79282,93992,55357,43,92,49,96,113,31,79,133,13,184,238,353,257,207,167,164,61346,,,92949,,111250,83611,87321,60378
6037910402,Census Tract 9104.02,"Census Tract 9104.02, Los Angeles County, California",6,37,910402,3771,1015,26048,64038,23272,84,110,142,130,148,58,40,10,38,16,81,84,39,21,4,10,31705,21000,,,,25974,,27108,28182
6037910403,Census Tract 9104.03,"Census Tract 9104.03, Los Angeles County, California",6,37,910403,2018,571,19861,38750,19288,139,17,134,89,61,25,15,0,0,27,17,24,23,0,0,0,28631,15795,,,,18908,,19691,24659
6037910404,Census Tract 9104.04,"Census Tract 9104.04, Los Angeles County, California",6,37,910404,4350,1099,58043,60272,43333,54,67,15,75,39,50,41,77,33,176,156,175,61,46,29,5,48375,53819,,106000,,70491,,59550,57391
6037910501,Census Tract 9105.01,"Census Tract 9105.01, Los Angeles County, California",6,37,910501,5090,1984,17750,40625,17500,394,447,259,122,131,155,65,57,92,77,76,67,33,0,9,0,22125,15324,,16424,,25026,21250,20278,25625
6037910502,Census Tract 9105.02,"Census Tract 9105.02, Los Angeles County, California",6,37,910502,4439,1156,34150,61042,21579,169,109,111,71,54,81,138,76,31,22,138,86,40,30,0,0,34420,15430,,23641,,39184,,38724,29914
6037910504,Census Tract 9105.04,"Census Tract 9105.04, Los Angeles County, California",6,37,910504,4750,1283,42801,50609,17000,90,188,46,70,41,72,111,71,61,134,109,126,107,48,9,0,43088,,,,,54567,,47792,43125
6037910505,Census Tract 9105.05,"Census Tract 9105.05, Los Angeles County, California",6,37,910505,3267,854,62941,66250,,35,35,42,19,73,18,26,21,75,64,135,91,78,41,56,45,69583,74766,,92679,,49886,,55000,61731
6037910601,Census Tract 9106.01,"Census Tract 9106.01, Los Angeles County, California",6,37,910601,6843,1578,38731,48125,24432,125,106,158,28,135,149,122,86,30,114,146,200,106,40,25,8,37153,28723,,,,39030,66250,42381,31575
6037910602,Census Tract 9106.02,"Census Tract 9106.02, Los Angeles County, California",6,37,910602,4322,1373,38170,57008,33958,193,83,55,94,88,82,142,77,71,94,97,164,47,49,31,6,36932,38646,,,,46875,,42500,36857
6037910603,Census Tract 9106.03,"Census Tract 9106.03, Los Angeles County, California",6,37,910603,6713,2045,43767,58708,30119,123,79,92,141,250,116,106,151,47,171,212,253,152,18,107,27,52991,34766,,,,40532,92292,44089,52614
6037910605,Census Tract 9106.05,"Census Tract 9106.05, Los Angeles County, California",6,37,910605,4710,1230,49231,53152,35867,106,62,105,9,61,102,78,41,67,125,158,185,56,67,0,8,48269,32625,,,,51688,,53696,36193
6037910606,Census Tract 9106.06,"Census Tract 9106.06, Los Angeles County, California",6,37,910606,3476,815,49403,52132,34939,31,41,47,59,37,73,47,36,47,56,109,133,48,27,13,11,45833,44408,,,,57292,,52500,39688
6037910705,Census Tract 9107.05,"Census Tract 9107.05, Los Angeles County, California",6,37,910705,11788,2780,72667,71932,77801,119,36,89,75,91,64,219,97,127,91,410,711,332,158,61,100,65590,82500,,42431,,79494,,70871,75625
6037910706,Census Tract 9107.06,"Census Tract 9107.06, Los Angeles County, California",6,37,910706,6212,1492,58060,60238,42250,52,42,94,59,17,89,86,92,72,195,316,207,82,51,38,0,60250,65139,,58750,,54132,,55625,60909
6037910707,Census Tract 9107.07,"Census Tract 9107.07, Los Angeles County, California",6,37,910707,4940,1412,48203,57396,39286,109,68,68,53,58,81,66,162,64,130,90,194,137,67,65,0,54306,43542,,32143,,43464,113750,47852,64323
6037910709,Census Tract 9107.09,"Census Tract 9107.09, Los Angeles County, California",6,37,910709,2006,539,79306,77685,83304,0,33,20,8,22,65,0,5,14,28,51,128,56,29,61,19,81058,,,,,82768,,83839,76563
6037910711,Census Tract 9107.11,"Census Tract 9107.11, Los Angeles County, California",6,37,910711,7753,2217,55101,62917,43405,41,238,89,87,88,209,83,129,130,90,314,259,247,114,27,72,48611,60152,,100833,,46127,,46888,48125
6037910712,Census Tract 9107.12,"Census Tract 9107.12, Los Angeles County, California",6,37,910712,2924,669,68720,68980,67000,5,19,34,17,8,15,18,30,42,85,115,141,85,42,7,6,66420,70658,,,,68520,,68980,65795
6037910713,Census Tract 9107.13,"Census Tract 9107.13, Los Angeles County, California",6,37,910713,5705,1429,61307,61078,63750,27,5,50,34,40,80,105,126,75,104,270,268,129,70,46,0,62262,67202,,67679,,60056,,60884,56250
6037910714,Census Tract 9107.14,"Census Tract 9107.14, Los Angeles County, California",6,37,910714,4113,909,61982,69338,44688,17,15,27,39,17,82,33,58,72,62,146,214,52,33,17,25,67446,72639,,,,54079,,55192,93550
6037910715,Census Tract 9107.15,"Census Tract 9107.15, Los Angeles County, California",6,37,910715,6494,1904,53521,58333,38526,168,26,64,52,161,73,110,168,33,226,160,350,223,53,22,15,59539,34091,,72143,,53344,67727,54273,60227
6037910716,Census Tract 9107.16,"Census Tract 9107.16, Los Angeles County, California",6,37,910716,5862,1681,62299,77964,42337,115,12,31,12,71,90,135,103,87,133,125,269,183,73,178,64,59156,60050,,78796,,77623,80045,59656,71406
6037910804,Census Tract 9108.04,"Census Tract 9108.04, Los Angeles County, California",6,37,910804,2926,1117,94137,96250,,23,27,30,36,31,58,24,32,7,101,86,137,105,70,168,182,93409,,,,,,,109773,92727
6037910805,Census Tract 9108.05,"Census Tract 9108.05, Los Angeles County, California",6,37,910805,4687,1582,111618,115673,,73,25,40,48,18,48,17,84,75,45,77,167,205,115,301,244,116985,,,154135,,46828,,53182,119432
6037910807,Census Tract 9108.07,"Census Tract 9108.07, Los Angeles County, California",6,37,910807,6245,1923,109886,115938,70500,58,34,16,51,11,61,36,19,46,129,184,200,369,198,284,227,108059,,,175455,,98125,115952,108796,106364
6037910808,Census Tract 9108.08,"Census Tract 9108.08, Los Angeles County, California",6,37,910808,3385,1071,101635,116375,91563,15,0,19,13,0,51,14,35,0,49,109,222,107,110,208,119,117250,,,,,81302,101635,82348,119044
6037910809,Census Tract 9108.09,"Census Tract 9108.09, Los Angeles County, California",6,37,910809,2131,708,138750,131250,235313,0,0,6,20,5,11,25,14,7,29,47,111,49,53,63,268,131528,,,179464,,201000,,,144286
6037910810,Census Tract 9108.10,"Census Tract 9108.10, Los Angeles County, California",6,37,910810,2631,720,146364,153864,110455,0,0,15,15,0,10,19,14,14,11,23,61,119,67,146,206,143264,186346,,134688,,152679,,100250,150625
6037910811,Census Tract 9108.11,"Census Tract 9108.11, Los Angeles County, California",6,37,910811,173,43,119712,119712,,0,0,0,0,0,0,0,0,0,0,4,0,19,4,12,4,119712,,,,,,,,119712
6037910812,Census Tract 9108.12,"Census Tract 9108.12, Los Angeles County, California",6,37,910812,333,133,85417,79531,85833,4,14,4,9,0,4,0,0,3,3,12,25,3,12,16,24,79531,,,,,,,,79531
6037910813,Census Tract 9108.13,"Census Tract 9108.13, Los Angeles County, California",6,37,910813,4074,1300,84048,90417,,59,32,29,84,59,33,17,30,10,58,159,117,164,71,128,250,90139,,,63889,,,,75556,92955
6037911001,Census Tract 9110.01,"Census Tract 9110.01, Los Angeles County, California",6,37,911001,4380,1572,50732,59000,39432,29,52,102,156,111,86,62,91,73,129,175,151,87,59,114,95,50640,,,,,47750,,49107,50518
6037920011,Census Tract 9200.11,"Census Tract 9200.11, Los Angeles County, California",6,37,920011,204,54,65000,68750,51250,8,0,0,0,3,0,4,0,0,4,16,8,3,0,4,4,65000,,,,,,,,64375
6037920012,Census Tract 9200.12,"Census Tract 9200.12, Los Angeles County, California",6,37,920012,1023,441,64479,75417,42697,10,14,27,10,24,14,15,19,0,61,54,84,11,16,70,12,66471,,,,,,,21250,75625
6037920013,Census Tract 9200.13,"Census Tract 9200.13, Los Angeles County, California",6,37,920013,6516,2072,125188,126971,88098,43,33,63,39,46,0,50,72,48,49,170,191,229,251,317,471,110260,153598,,186161,,125313,,128600,107813
6037920015,Census Tract 9200.15,"Census Tract 9200.15, Los Angeles County, California",6,37,920015,5706,1833,140101,141554,87788,44,11,30,17,0,29,43,29,29,95,112,194,95,290,295,520,150972,,,111042,,136705,,140268,151111
6037920016,Census Tract 9200.16,"Census Tract 9200.16, Los Angeles County, California",6,37,920016,4465,1354,127422,136635,93810,11,6,7,26,0,26,13,37,7,25,121,245,122,167,249,292,131875,155735,,125391,,108352,158750,108438,137750
6037920017,Census Tract 9200.17,"Census Tract 9200.17, Los Angeles County, California",6,37,920017,4491,1328,105536,106101,104010,8,41,0,18,69,9,46,7,58,99,88,188,207,178,185,127,107411,,,,,130156,,84570,108750
6037920018,Census Tract 9200.18,"Census Tract 9200.18, Los Angeles County, California",6,37,920018,2095,709,106150,108839,79583,22,0,10,6,6,11,17,24,30,23,55,122,122,97,112,52,103875,,,127708,,,,111917,98359
6037920020,Census Tract 9200.20,"Census Tract 9200.20, Los Angeles County, California",6,37,920020,6911,2032,103417,113058,,40,0,66,91,65,20,53,46,88,244,75,217,234,88,304,401,99018,,,226970,,58638,,56936,114576
6037920023,Census Tract 9200.23,"Census Tract 9200.23, Los Angeles County, California",6,37,920023,2781,729,76750,82938,63750,20,21,4,0,38,33,23,21,33,106,62,90,96,58,73,51,64931,,,,,53250,,63488,85083
6037920026,Census Tract 9200.26,"Census Tract 9200.26, Los Angeles County, California",6,37,920026,360,92,81250,93750,26250,4,0,4,4,8,4,12,0,0,0,8,8,12,12,8,8,82500,,,,,,,,82500
6037920028,Census Tract 9200.28,"Census Tract 9200.28, Los Angeles County, California",6,37,920028,7271,2131,117423,125231,58929,78,23,40,43,0,36,30,22,22,68,187,312,310,204,429,327,115277,99464,,127727,,172375,,108750,116377
6037920029,Census Tract 9200.29,"Census Tract 9200.29, Los Angeles County, California",6,37,920029,3956,1151,76844,96000,52546,42,38,9,0,54,46,20,46,46,160,85,178,172,79,97,79,75000,76625,,,,115250,,87125,72813
6037920030,Census Tract 9200.30,"Census Tract 9200.30, Los Angeles County, California",6,37,920030,5849,1840,81786,104458,59181,77,26,10,51,46,72,97,54,32,131,211,290,256,84,286,117,81094,69919,,164464,,,88170,60530,82234
6037920031,Census Tract 9200.31,"Census Tract 9200.31, Los Angeles County, California",6,37,920031,5618,2521,56518,57125,51250,78,93,152,109,88,157,167,216,87,214,196,328,209,129,113,185,55750,,,88289,,,,53500,56161
6037920032,Census Tract 9200.32,"Census Tract 9200.32, Los Angeles County, California",6,37,920032,3641,969,141140,142200,109792,5,6,14,28,14,0,0,14,18,6,51,99,119,166,190,239,144115,140750,,126071,,78667,156688,147250,140625
6037920033,Census Tract 9200.33,"Census Tract 9200.33, Los Angeles County, California",6,37,920033,677,186,46458,42188,,0,5,4,0,26,18,29,4,12,17,4,29,4,4,21,9,59231,,,,,31250,,35481,59583
6037920034,Census Tract 9200.34,"Census Tract 9200.34, Los Angeles County, California",6,37,920034,3582,1079,84094,92321,49688,56,0,75,0,39,12,32,47,71,73,60,193,76,130,110,105,81250,,,148221,,102031,41964,80357,82594
6037920035,Census Tract 9200.35,"Census Tract 9200.35, Los Angeles County, California",6,37,920035,7112,2207,79890,82357,64962,99,13,0,74,31,44,50,131,76,194,260,431,209,288,191,116,78487,,,127273,,75212,86742,69231,81750
6037920036,Census Tract 9200.36,"Census Tract 9200.36, Los Angeles County, California",6,37,920036,3170,954,84464,89922,44896,45,45,34,32,10,13,67,27,34,41,81,187,109,40,146,43,84792,88929,,71705,,79904,,62563,92059
6037920037,Census Tract 9200.37,"Census Tract 9200.37, Los Angeles County, California",6,37,920037,8266,2236,56694,57813,56639,111,182,122,32,69,15,157,128,77,307,290,396,180,81,33,56,53078,68250,,,,55181,111304,49375,66424
6037920038,Census Tract 9200.38,"Census Tract 9200.38, Los Angeles County, California",6,37,920038,4299,1600,53100,63908,47756,71,81,12,65,69,125,37,149,163,169,304,159,72,67,35,22,48571,95208,55541,,,51607,63611,48278,58447
6037920039,Census Tract 9200.39,"Census Tract 9200.39, Los Angeles County, California",6,37,920039,1824,555,123938,126696,73750,5,9,0,3,0,0,28,3,20,24,38,80,76,81,125,63,125000,,,,,116154,,123125,125268
6037920040,Census Tract 9200.40,"Census Tract 9200.40, Los Angeles County, California",6,37,920040,3360,993,94837,109722,77083,12,13,0,0,43,59,35,38,0,29,98,201,92,80,191,102,106544,93750,,79435,,76898,,165391,94395
6037920041,Census Tract 9200.41,"Census Tract 9200.41, Los Angeles County, California",6,37,920041,3100,824,78192,81719,77813,20,11,15,36,19,0,0,67,13,45,150,275,71,27,37,38,75903,85761,,78533,,64688,,79643,69779
6037920042,Census Tract 9200.42,"Census Tract 9200.42, Los Angeles County, California",6,37,920042,7527,2481,90996,116048,71760,26,84,38,27,94,75,26,58,26,185,420,279,302,540,212,89,89073,73545,,126875,,71908,130933,110355,90293
6037920043,Census Tract 9200.43,"Census Tract 9200.43, Los Angeles County, California",6,37,920043,7005,1988,140370,148063,103060,42,0,26,28,0,0,0,70,9,67,99,234,205,308,258,642,133625,250001,,141319,,161094,245799,144375,132575
6037920044,Census Tract 9200.44,"Census Tract 9200.44, Los Angeles County, California",6,37,920044,2552,835,102625,110639,87667,16,4,11,13,27,19,0,4,2,27,61,233,141,93,110,74,97688,,,111563,,76719,143750,96818,99583
6037920045,Census Tract 9200.45,"Census Tract 9200.45, Los Angeles County, California",6,37,920045,4472,1364,128269,137979,91000,23,0,20,0,0,12,0,32,45,109,64,163,190,136,376,194,127596,102366,,191146,,,,117375,137576
6037920102,Census Tract 9201.02,"Census Tract 9201.02, Los Angeles County, California",6,37,920102,5387,1814,80135,104010,36067,166,92,86,48,109,97,67,40,27,92,81,177,260,110,176,186,65750,132868,,,,81181,116019,100625,38333
6037920104,Census Tract 9201.04,"Census Tract 9201.04, Los Angeles County, California",6,37,920104,2966,864,126474,126731,94333,27,0,5,12,0,16,6,13,8,91,46,94,91,145,156,154,127468,,,130625,,138672,64750,125950,133698
6037920106,Census Tract 9201.06,"Census Tract 9201.06, Los Angeles County, California",6,37,920106,3573,922,85556,87431,72366,34,16,13,11,13,10,8,46,28,91,106,188,157,67,92,42,88594,,,,,70787,,76278,98646
6037920107,Census Tract 9201.07,"Census Tract 9201.07, Los Angeles County, California",6,37,920107,5752,1559,159095,200735,93813,30,0,0,10,18,0,0,18,0,67,56,179,200,150,161,670,184350,238750,,127750,,112125,,153194,184600
6037920108,Census Tract 9201.08,"Census Tract 9201.08, Los Angeles County, California",6,37,920108,5170,1707,115954,125432,74865,72,21,19,86,0,0,38,26,29,31,172,245,210,184,284,290,106827,,,129883,,125551,,112500,114250
6037920109,Census Tract 9201.09,"Census Tract 9201.09, Los Angeles County, California",6,37,920109,5835,2083,110079,120799,80607,15,19,39,121,70,81,43,29,66,7,94,355,348,189,290,317,105313,117500,,134063,,91935,,90806,105119
6037920110,Census Tract 9201.10,"Census Tract 9201.10, Los Angeles County, California",6,37,920110,3093,965,153798,189250,105375,7,0,0,18,0,13,0,0,8,27,20,135,80,161,180,316,159100,,,137159,,,,152639,159400
