FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Households:,Median Household Income (In 2018 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units: Owner Occupied,Median Household Income Occupied Housing Units: Renter Occupied,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Black or African American Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Asian Alone,Median Household Income (In 2018 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Two or More Races Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder, Not Hispanic or Latino"
6037430724,Census Tract 4307.24,"Census Tract 4307.24, Los Angeles County, California",6,37,430724,4836,1882,54868,88083,46625,153,76,74,122,51,181,82,87,80,93,165,291,182,101,77,67,32813,70368,,78688,,,,48409,35121
6037430801,Census Tract 4308.01,"Census Tract 4308.01, Los Angeles County, California",6,37,430801,6792,2260,90189,143309,73672,75,81,197,29,61,76,46,0,172,159,48,391,306,190,321,108,80188,,,96047,,,167589,,79400
6037430802,Census Tract 4308.02,"Census Tract 4308.02, Los Angeles County, California",6,37,430802,4534,1313,102961,114409,72656,74,17,84,31,28,39,26,33,48,17,109,134,121,135,174,243,66250,,,132917,,,,,72875
6037430803,Census Tract 4308.03,"Census Tract 4308.03, Los Angeles County, California",6,37,430803,5515,1787,96384,91953,110417,69,48,11,32,35,82,67,39,108,116,166,142,276,112,215,269,75750,,,110060,,111181,,111458,65375
6037430901,Census Tract 4309.01,"Census Tract 4309.01, Los Angeles County, California",6,37,430901,4597,1581,65380,75368,58726,102,41,92,24,93,61,70,74,43,147,141,222,162,117,119,73,75750,34079,,,,43594,,63036,76715
6037430902,Census Tract 4309.02,"Census Tract 4309.02, Los Angeles County, California",6,37,430902,4743,1567,83497,108125,69934,70,91,23,45,57,26,70,47,41,108,118,307,201,120,149,94,75329,94167,,109318,,110139,,77361,74375
6037431001,Census Tract 4310.01,"Census Tract 4310.01, Los Angeles County, California",6,37,431001,7412,2627,64510,102473,57786,104,55,72,203,110,82,132,117,154,132,408,405,290,87,116,160,66289,,,71250,,44653,62115,62328,65898
6037431002,Census Tract 4310.02,"Census Tract 4310.02, Los Angeles County, California",6,37,431002,3120,1271,46042,85938,34803,68,48,69,118,97,92,83,53,18,53,111,77,94,86,71,133,50000,19107,,90417,,31786,62898,32412,54833
6037431100,Census Tract 4311,"Census Tract 4311, Los Angeles County, California",6,37,431100,7087,2075,78190,74861,78364,54,74,22,100,24,20,121,24,154,158,259,237,310,297,120,101,78713,86050,,64784,,61385,,64792,100903
6037431200,Census Tract 4312,"Census Tract 4312, Los Angeles County, California",6,37,431200,6428,1507,65750,92895,47468,73,43,95,31,32,58,46,76,74,180,141,148,171,115,169,55,62222,55714,,66667,,60208,93750,67857,90694
6037431300,Census Tract 4313,"Census Tract 4313, Los Angeles County, California",6,37,431300,2722,841,91116,100417,75125,73,11,5,21,17,36,3,26,21,71,57,143,63,44,152,98,90163,,,100625,,171333,56094,113750,90870
6037431400,Census Tract 4314,"Census Tract 4314, Los Angeles County, California",6,37,431400,4234,1277,89375,96903,65682,61,50,43,22,40,37,9,11,52,87,169,172,121,106,105,192,68750,,,110600,,59620,,63056,68929
6037431501,Census Tract 4315.01,"Census Tract 4315.01, Los Angeles County, California",6,37,431501,4718,1651,50938,64250,37619,149,96,137,72,83,125,80,31,39,107,106,224,142,84,100,76,40536,,,63235,,,,,40952
6037431502,Census Tract 4315.02,"Census Tract 4315.02, Los Angeles County, California",6,37,431502,4387,1407,58715,84769,42423,61,30,47,55,28,42,109,95,60,195,74,180,132,111,95,93,61875,,,57353,,,,52473,68026
6037431600,Census Tract 4316,"Census Tract 4316, Los Angeles County, California",6,37,431600,4246,1243,112617,117500,,55,53,27,52,31,48,28,36,17,73,41,80,191,89,206,216,101250,,,114185,,,,101855,99444
6037431700,Census Tract 4317,"Census Tract 4317, Los Angeles County, California",6,37,431700,6425,2028,106957,113304,50068,76,72,17,33,50,36,41,50,54,121,109,194,347,71,224,533,102500,,,107188,,205625,,,113438
6037431800,Census Tract 4318,"Census Tract 4318, Los Angeles County, California",6,37,431800,5959,1935,73393,101063,51512,154,58,53,31,96,129,21,13,90,196,131,238,207,116,184,218,66250,,,76987,,,107143,52596,68618
6037431900,Census Tract 4319,"Census Tract 4319, Los Angeles County, California",6,37,431900,4422,1416,44375,107000,37569,76,92,104,50,79,138,115,62,36,77,83,130,59,78,161,76,63875,,,42600,,,,39599,68056
6037432000,Census Tract 4320,"Census Tract 4320, Los Angeles County, California",6,37,432000,7822,2428,64167,107889,42874,64,75,119,259,159,79,0,159,61,151,136,305,170,261,283,147,58403,,,90200,,43430,,42963,62727
6037432101,Census Tract 4321.01,"Census Tract 4321.01, Los Angeles County, California",6,37,432101,4072,1327,81536,102896,54375,107,21,23,12,35,88,41,53,18,50,175,103,205,152,111,133,70000,,,98125,,,,106400,53500
6037432102,Census Tract 4321.02,"Census Tract 4321.02, Los Angeles County, California",6,37,432102,5751,1664,83628,90950,82611,108,25,38,63,58,30,93,48,41,97,125,275,146,152,134,231,82143,,,92316,,,212500,83609,54167
6037432201,Census Tract 4322.01,"Census Tract 4322.01, Los Angeles County, California",6,37,432201,4409,1289,45625,77697,35283,36,46,62,113,64,89,90,141,14,64,177,120,138,56,39,40,60511,,,45357,,,44261,43889,60398
6037432202,Census Tract 4322.02,"Census Tract 4322.02, Los Angeles County, California",6,37,432202,4245,1155,50583,71944,32679,32,78,14,66,109,74,46,72,83,33,152,124,137,17,42,76,50714,,,54500,,,,32143,55156
6037432300,Census Tract 4323,"Census Tract 4323, Los Angeles County, California",6,37,432300,4120,1137,52668,53705,36992,21,75,19,143,39,100,80,52,26,123,109,183,36,44,57,30,37206,,,53990,,54423,134219,45875,
6037432401,Census Tract 4324.01,"Census Tract 4324.01, Los Angeles County, California",6,37,432401,3691,970,50463,72228,41276,56,49,59,39,39,52,48,67,71,101,100,103,75,81,18,12,43375,,,56375,,51250,,45956,75179
6037432402,Census Tract 4324.02,"Census Tract 4324.02, Los Angeles County, California",6,37,432402,7182,1670,58421,82202,36613,80,37,56,110,108,109,180,61,10,108,220,283,153,59,71,25,54167,,,58583,,60833,,47750,74181
6037432500,Census Tract 4325,"Census Tract 4325, Los Angeles County, California",6,37,432500,8499,2396,65143,77405,47305,79,138,63,102,44,172,43,138,218,154,307,370,105,146,233,84,55221,,,69654,,55882,,48224,67021
6037432601,Census Tract 4326.01,"Census Tract 4326.01, Los Angeles County, California",6,37,432601,7281,1728,59069,68045,50531,102,15,74,70,57,49,163,118,86,149,208,336,96,83,68,54,52319,,,73413,,45833,,51875,42841
6037432602,Census Tract 4326.02,"Census Tract 4326.02, Los Angeles County, California",6,37,432602,4940,1101,63352,84236,41553,19,47,14,16,44,115,29,119,14,106,62,155,88,94,83,96,76087,,,64375,,53357,,58500,
6037432700,Census Tract 4327,"Census Tract 4327, Los Angeles County, California",6,37,432700,5853,1371,43787,59333,31982,16,126,52,196,63,77,113,59,10,152,140,123,138,69,37,0,39744,,,78000,,25543,111172,42100,35966
6037432801,Census Tract 4328.01,"Census Tract 4328.01, Los Angeles County, California",6,37,432801,2671,918,23600,46477,19473,110,131,160,72,5,87,65,49,29,48,68,57,20,0,0,17,43977,,,17690,,32750,80950,40903,
6037432802,Census Tract 4328.02,"Census Tract 4328.02, Los Angeles County, California",6,37,432802,5242,1413,39634,71944,36418,132,54,105,168,100,46,110,96,106,89,177,131,20,28,22,29,39213,,,35455,,44972,,40324,70326
6037432901,Census Tract 4329.01,"Census Tract 4329.01, Los Angeles County, California",6,37,432901,3938,1199,56250,69337,41410,55,48,67,109,39,18,50,116,21,113,161,227,50,51,68,6,,,,62721,,53176,54600,63125,19960
6037432902,Census Tract 4329.02,"Census Tract 4329.02, Los Angeles County, California",6,37,432902,3380,894,78750,92738,55370,16,7,17,68,62,35,4,64,40,52,69,118,98,116,63,65,47667,,,84500,,,,69931,
6037433101,Census Tract 4331.01,"Census Tract 4331.01, Los Angeles County, California",6,37,433101,2360,657,41893,66250,20625,16,39,100,37,66,18,26,35,17,42,60,82,32,27,25,35,63482,,,41875,,,,63750,31042
6037433102,Census Tract 4331.02,"Census Tract 4331.02, Los Angeles County, California",6,37,433102,4536,1269,37250,61531,27738,91,60,235,168,33,43,81,44,23,93,81,78,111,60,47,21,31250,,,24375,,46316,,38783,
6037433200,Census Tract 4332,"Census Tract 4332, Los Angeles County, California",6,37,433200,6270,1662,46164,60917,34331,62,167,99,57,81,154,127,57,134,210,178,122,107,66,17,24,39097,,,59107,,47218,,42961,
6037433302,Census Tract 4333.02,"Census Tract 4333.02, Los Angeles County, California",6,37,433302,1573,426,34333,35227,34167,14,45,19,36,39,64,15,41,0,65,15,22,30,10,11,0,26763,,,72083,,43125,,36167,20000
6037433304,Census Tract 4333.04,"Census Tract 4333.04, Los Angeles County, California",6,37,433304,5505,1328,44783,76875,40719,102,47,113,115,43,72,70,104,89,193,104,125,67,41,20,23,41221,,,37438,,49438,50568,47476,24135
6037433305,Census Tract 4333.05,"Census Tract 4333.05, Los Angeles County, California",6,37,433305,4680,1268,48953,74444,40519,138,52,25,139,28,56,70,69,75,153,178,146,48,36,55,0,47663,,,54306,,41548,,42500,
6037433306,Census Tract 4333.06,"Census Tract 4333.06, Los Angeles County, California",6,37,433306,3322,805,55211,58935,44242,24,36,38,55,16,84,38,37,47,125,102,53,30,21,80,19,39833,,,56563,,57305,,49522,
6037433307,Census Tract 4333.07,"Census Tract 4333.07, Los Angeles County, California",6,37,433307,3207,896,52917,95352,43472,22,12,65,48,46,59,32,106,54,49,97,140,42,63,34,27,52708,,,75313,,27647,,44213,
6037433401,Census Tract 4334.01,"Census Tract 4334.01, Los Angeles County, California",6,37,433401,3224,762,46929,53750,40417,18,20,60,50,37,48,54,67,70,76,74,117,36,0,19,16,45966,,,51250,,37500,53750,44007,45341
6037433402,Census Tract 4334.02,"Census Tract 4334.02, Los Angeles County, California",6,37,433402,4502,1154,46094,46397,45750,18,70,46,130,59,43,61,136,53,65,94,88,63,128,94,6,41250,,,,,60208,,42330,43043
6037433403,Census Tract 4334.03,"Census Tract 4334.03, Los Angeles County, California",6,37,433403,4669,1283,38884,58571,36734,106,108,117,73,112,58,80,69,99,117,131,143,28,20,22,0,34034,,,37000,,48021,,41094,15577
6037433501,Census Tract 4335.01,"Census Tract 4335.01, Los Angeles County, California",6,37,433501,1870,587,34055,37946,26845,53,46,71,65,33,41,84,21,0,52,36,70,0,15,0,0,34726,,,,,24083,,33426,
6037433503,Census Tract 4335.03,"Census Tract 4335.03, Los Angeles County, California",6,37,433503,3130,728,48378,72321,37328,20,49,27,52,51,71,29,39,74,11,85,98,72,0,43,7,40303,,,70268,,48821,,40682,64750
6037433504,Census Tract 4335.04,"Census Tract 4335.04, Los Angeles County, California",6,37,433504,4932,1047,34882,48500,33909,83,58,109,167,13,97,83,45,75,72,66,129,9,41,0,0,33750,,,39097,,34943,,34286,
6037433601,Census Tract 4336.01,"Census Tract 4336.01, Los Angeles County, California",6,37,433601,5277,1362,62500,72778,44896,34,70,100,45,61,20,53,131,38,97,158,227,96,65,99,68,56719,,,70169,,39762,,50455,
6037433602,Census Tract 4336.02,"Census Tract 4336.02, Los Angeles County, California",6,37,433602,2965,798,41250,65417,30396,37,56,127,38,32,73,36,24,25,65,57,87,50,35,25,31,47188,,,43958,,31413,,33750,
6037433700,Census Tract 4337,"Census Tract 4337, Los Angeles County, California",6,37,433700,3829,901,60182,61679,44833,25,32,68,16,23,84,53,70,27,49,159,173,39,12,48,23,61042,,69219,44667,,61932,31250,61071,60500
6037433801,Census Tract 4338.01,"Census Tract 4338.01, Los Angeles County, California",6,37,433801,6513,1477,47359,69800,43552,45,20,80,167,0,128,125,115,99,173,177,173,67,55,43,10,45938,,,57386,,45114,,45927,48000
6037433802,Census Tract 4338.02,"Census Tract 4338.02, Los Angeles County, California",6,37,433802,3479,955,70179,77569,60694,18,26,23,26,85,45,39,54,8,50,138,150,187,52,45,9,74750,,,70417,,54000,98542,69423,66250
6037433901,Census Tract 4339.01,"Census Tract 4339.01, Los Angeles County, California",6,37,433901,5946,1355,41707,66339,39185,84,75,115,172,60,91,45,111,77,89,184,103,68,6,68,7,41458,,,40250,,39076,,40238,
6037433902,Census Tract 4339.02,"Census Tract 4339.02, Los Angeles County, California",6,37,433902,3287,849,51715,60958,31442,36,54,81,26,44,33,48,26,47,135,56,91,67,42,63,0,54875,,57708,41750,,39821,,52083,60625
6037434001,Census Tract 4340.01,"Census Tract 4340.01, Los Angeles County, California",6,37,434001,4284,984,55000,58846,49167,13,28,41,45,52,71,46,61,95,92,147,144,45,23,35,46,50333,,28646,65625,,56711,,50913,58571
6037434003,Census Tract 4340.03,"Census Tract 4340.03, Los Angeles County, California",6,37,434003,4532,1034,42702,59485,37083,59,52,121,50,57,53,60,122,7,66,122,133,55,29,35,13,40483,,,62969,,63008,,40739,41563
6037434004,Census Tract 4340.04,"Census Tract 4340.04, Los Angeles County, California",6,37,434004,2948,719,62736,64324,53352,36,29,33,59,15,34,31,15,17,77,176,55,87,5,26,24,53359,,,48125,,64974,,62708,
6037460000,Census Tract 4600,"Census Tract 4600, Los Angeles County, California",6,37,460000,4613,1677,142827,139625,175250,56,42,29,9,46,19,27,38,16,19,120,160,164,168,275,489,135481,141964,,177250,,,138750,103922,142589
6037460100,Census Tract 4601,"Census Tract 4601, Los Angeles County, California",6,37,460100,6281,2398,130815,137574,51837,101,0,14,15,60,75,61,17,16,179,97,275,248,154,381,705,135357,69688,,,,,,106250,154000
6037460200,Census Tract 4602,"Census Tract 4602, Los Angeles County, California",6,37,460200,5840,2080,99643,118309,67932,18,11,64,24,56,6,93,50,37,166,269,250,153,181,310,392,136579,73750,,119853,,,210202,,136908
6037460301,Census Tract 4603.01,"Census Tract 4603.01, Los Angeles County, California",6,37,460301,4600,1630,98015,100966,49797,39,41,66,40,32,22,84,17,91,82,161,194,70,128,253,310,127798,64000,,212250,,149205,,75250,129345
6037460302,Census Tract 4603.02,"Census Tract 4603.02, Los Angeles County, California",6,37,460302,4381,1363,85216,85043,90357,28,140,63,70,37,10,11,51,32,42,130,186,185,57,220,101,102333,45375,,118438,,73300,,91964,124250
6037460401,Census Tract 4604.01,"Census Tract 4604.01, Los Angeles County, California",6,37,460401,903,296,86923,106250,37917,15,7,12,7,3,16,20,17,3,8,17,42,46,17,15,51,113194,77188,,86563,,,,,136563
6037460501,Census Tract 4605.01,"Census Tract 4605.01, Los Angeles County, California",6,37,460501,5719,1826,194783,209028,156382,12,28,38,66,33,43,20,12,23,48,77,70,157,83,224,892,176406,,,196250,,,250001,250001,172361
6037460502,Census Tract 4605.02,"Census Tract 4605.02, Los Angeles County, California",6,37,460502,4406,1389,146297,159421,120595,46,0,0,26,0,20,24,16,10,50,60,148,177,143,137,532,144375,,,147143,,,,113393,158843
6037460600,Census Tract 4606,"Census Tract 4606, Los Angeles County, California",6,37,460600,4573,1457,155938,160847,124306,59,33,23,19,16,0,13,62,0,58,22,102,208,100,235,507,160339,,,122344,,,143750,129306,160360
6037460700,Census Tract 4607,"Census Tract 4607, Los Angeles County, California",6,37,460700,4988,1600,207727,235556,60682,15,28,54,22,9,54,46,0,11,65,64,92,121,91,118,810,233750,,,187625,,,,51544,250001
6037460800,Census Tract 4608,"Census Tract 4608, Los Angeles County, California",6,37,460800,2989,1147,208229,201563,250001,68,0,21,10,49,12,16,0,0,31,52,52,59,60,132,585,213500,154091,,191364,,,,250001,214250
6037460900,Census Tract 4609,"Census Tract 4609, Los Angeles County, California",6,37,460900,7180,2026,78229,91042,68265,72,73,118,53,35,94,37,30,26,103,305,441,208,84,266,81,82703,63438,,83400,,76792,135568,77250,94583
6037461000,Census Tract 4610,"Census Tract 4610, Los Angeles County, California",6,37,461000,6416,1661,58866,91667,39442,85,85,26,159,69,52,89,16,97,172,103,226,141,165,112,64,71650,51424,,,,45927,45568,64543,98625
6037461100,Census Tract 4611,"Census Tract 4611, Los Angeles County, California",6,37,461100,5238,1779,81208,100556,57734,61,54,39,57,141,81,85,17,45,81,167,227,269,226,68,161,98894,68750,,,,55403,,57218,106467
6037461200,Census Tract 4612,"Census Tract 4612, Los Angeles County, California",6,37,461200,4578,1722,137670,160625,63125,24,30,36,43,103,42,35,0,24,98,91,101,174,128,181,612,139514,,,,,,203077,190833,136719
6037461300,Census Tract 4613,"Census Tract 4613, Los Angeles County, California",6,37,461300,7055,2549,79479,121079,44031,67,212,146,99,54,42,109,54,123,154,137,260,274,178,315,325,88542,,,125417,,,,48634,87750
6037461400,Census Tract 4614,"Census Tract 4614, Los Angeles County, California",6,37,461400,3145,1220,54000,101667,46411,50,81,95,40,129,24,17,27,111,77,130,132,47,55,87,118,63094,28561,,,,35750,,33333,64866
6037461501,Census Tract 4615.01,"Census Tract 4615.01, Los Angeles County, California",6,37,461501,4074,1287,73906,113571,42363,15,81,108,49,30,6,98,73,6,90,98,194,57,148,92,142,85962,38487,,113750,,55833,113393,58646,98147
6037461502,Census Tract 4615.02,"Census Tract 4615.02, Los Angeles County, California",6,37,461502,6461,1670,58462,96771,29813,147,178,108,109,29,34,24,93,10,127,167,194,174,138,88,50,62091,41713,,61688,,54779,,59038,82083
6037461600,Census Tract 4616,"Census Tract 4616, Los Angeles County, California",6,37,461600,6224,1763,61551,93512,34516,73,109,103,115,77,129,70,46,46,62,134,271,183,102,143,100,81410,,,79821,,36250,,41313,100721
6037461700,Census Tract 4617,"Census Tract 4617, Los Angeles County, California",6,37,461700,1510,648,127917,132557,85417,3,5,19,8,5,37,15,4,11,15,61,94,39,91,84,157,133365,71750,,159500,,,73500,120750,133077
6037461901,Census Tract 4619.01,"Census Tract 4619.01, Los Angeles County, California",6,37,461901,5387,1600,49038,110250,43478,162,162,83,120,42,21,51,98,71,140,179,204,93,8,51,115,60037,,,,,41884,,46726,61728
6037461902,Census Tract 4619.02,"Census Tract 4619.02, Los Angeles County, California",6,37,461902,1810,1192,28750,94444,26750,271,183,27,81,38,21,20,15,0,9,81,139,172,26,46,63,61648,20203,,,,,,60057,67500
6037462001,Census Tract 4620.01,"Census Tract 4620.01, Los Angeles County, California",6,37,462001,4103,1088,46389,97045,36280,79,79,80,57,68,41,76,49,35,77,69,126,92,40,24,96,77734,29226,,,,35887,,46435,91875
6037462002,Census Tract 4620.02,"Census Tract 4620.02, Los Angeles County, California",6,37,462002,4161,1148,31071,101563,28675,190,101,35,137,93,78,63,68,7,84,42,88,37,38,48,39,53967,18542,,,,30179,,30893,100156
6037462100,Census Tract 4621,"Census Tract 4621, Los Angeles County, California",6,37,462100,5726,1822,57143,129896,39531,126,157,133,39,109,73,53,68,84,102,147,185,104,115,125,202,59313,76250,,62798,,46094,,43688,98359
6037462201,Census Tract 4622.01,"Census Tract 4622.01, Los Angeles County, California",6,37,462201,3825,1943,35719,103700,32311,208,413,88,98,87,66,76,32,24,119,195,176,186,62,59,54,58466,23125,,14375,,,,37169,58819
6037462202,Census Tract 4622.02,"Census Tract 4622.02, Los Angeles County, California",6,37,462202,2785,1313,63820,65250,63785,218,101,37,57,19,57,39,26,30,29,144,145,88,62,116,145,87500,,,,,,,71563,108125
6037462301,Census Tract 4623.01,"Census Tract 4623.01, Los Angeles County, California",6,37,462301,4958,1834,54167,81855,41122,140,131,57,152,126,83,78,67,39,96,198,350,128,57,106,26,53155,,,83214,,38023,89306,41875,54327
6037462302,Census Tract 4623.02,"Census Tract 4623.02, Los Angeles County, California",6,37,462302,3253,1498,75000,95781,65150,128,63,27,72,40,93,15,15,42,136,118,185,144,138,160,122,85089,37321,,82625,,30329,147794,66471,86071
6037462400,Census Tract 4624,"Census Tract 4624, Los Angeles County, California",6,37,462400,3865,1583,85950,133571,45772,160,135,14,17,72,24,28,29,66,78,122,101,184,91,147,315,104688,,,96875,,,,68158,108194
6037462500,Census Tract 4625,"Census Tract 4625, Los Angeles County, California",6,37,462500,6549,2354,89179,137941,37500,210,81,98,0,61,12,75,38,162,80,172,291,223,114,249,488,83929,111369,,185602,,,,149135,82520
6037462600,Census Tract 4626,"Census Tract 4626, Los Angeles County, California",6,37,462600,2259,839,130208,160600,40469,27,7,18,9,0,27,27,12,6,19,50,105,101,36,131,264,137083,96484,,161250,,,,115250,160893
6037462700,Census Tract 4627,"Census Tract 4627, Los Angeles County, California",6,37,462700,5306,2084,74194,148015,61894,247,99,84,34,39,20,89,90,38,124,188,301,94,129,260,248,66313,64375,,119722,,66821,,54447,79044
6037462800,Census Tract 4628,"Census Tract 4628, Los Angeles County, California",6,37,462800,2930,1110,78142,95682,71818,100,19,32,7,0,38,13,39,9,132,147,166,136,77,64,131,95795,61382,,60714,,74183,148594,73074,108313
6037462900,Census Tract 4629,"Census Tract 4629, Los Angeles County, California",6,37,462900,3795,1336,119643,132857,77067,39,43,0,18,39,45,39,9,8,62,113,169,101,112,289,250,126908,126071,,129821,,66250,101406,115000,121083
6037463000,Census Tract 4630,"Census Tract 4630, Los Angeles County, California",6,37,463000,2364,967,106354,130074,76923,34,25,13,38,19,14,44,21,23,39,63,90,149,58,93,244,101897,,,140450,,,,55833,109609
6037463101,Census Tract 4631.01,"Census Tract 4631.01, Los Angeles County, California",6,37,463101,2390,812,95341,132857,62857,39,23,18,30,24,21,11,34,24,77,47,77,83,109,89,106,72708,142000,,116786,,,,59519,76667
6037463102,Census Tract 4631.02,"Census Tract 4631.02, Los Angeles County, California",6,37,463102,3687,1103,85438,96300,65380,10,22,42,18,29,71,50,66,34,71,54,191,96,81,60,208,94524,,,81058,,39482,86938,49773,98785
6037463200,Census Tract 4632,"Census Tract 4632, Los Angeles County, California",6,37,463200,3435,1419,100982,105583,98269,71,55,35,70,74,29,21,9,8,57,97,178,202,100,131,282,106917,,,98269,,109732,,93182,117538
6037463300,Census Tract 4633,"Census Tract 4633, Los Angeles County, California",6,37,463300,1932,895,94050,157292,50385,20,58,29,26,24,18,46,7,42,41,62,94,92,37,77,222,97250,,,135500,,61016,,61875,105893
6037463400,Census Tract 4634,"Census Tract 4634, Los Angeles County, California",6,37,463400,5936,2560,83000,115792,57354,204,47,80,65,6,100,83,93,62,215,271,374,131,90,285,454,86908,59191,,87917,,55341,,56591,92422
6037463500,Census Tract 4635,"Census Tract 4635, Los Angeles County, California",6,37,463500,5917,2611,79977,119205,63977,186,14,0,80,29,175,62,114,91,182,302,358,197,327,200,294,92500,51037,,69828,,,65750,130459,90417
6037463601,Census Tract 4636.01,"Census Tract 4636.01, Los Angeles County, California",6,37,463601,5937,3188,82070,87708,81173,215,148,164,66,81,44,73,45,61,256,249,521,377,322,274,292,94260,,,75326,,58412,91111,77571,104904
6037463602,Census Tract 4636.02,"Census Tract 4636.02, Los Angeles County, California",6,37,463602,5915,2869,77043,104583,72446,371,147,53,52,66,104,25,127,71,114,271,294,324,323,230,297,86106,,,71458,,,,92357,80893
6037463700,Census Tract 4637,"Census Tract 4637, Los Angeles County, California",6,37,463700,2884,1431,129375,160875,123056,135,14,8,30,10,37,6,19,31,72,73,141,99,143,188,425,145179,,,128971,,,,159000,136429
6037463800,Census Tract 4638,"Census Tract 4638, Los Angeles County, California",6,37,463800,4064,1586,153750,159444,125313,48,5,46,0,16,45,13,10,50,54,77,138,140,142,202,600,147264,,,178393,,,250001,,147398
6037463900,Census Tract 4639,"Census Tract 4639, Los Angeles County, California",6,37,463900,3188,1499,95096,133750,64183,94,8,76,7,25,54,37,16,44,118,118,171,142,146,160,283,98125,123929,,105417,,,57292,37386,100761
6037464000,Census Tract 4640,"Census Tract 4640, Los Angeles County, California",6,37,464000,5722,2495,99492,122589,79688,127,105,102,29,77,106,57,15,33,154,101,348,291,248,211,491,93221,113507,,104500,,,,59900,119375
6037464100,Census Tract 4641,"Census Tract 4641, Los Angeles County, California",6,37,464100,7214,2428,163092,172596,150176,229,16,53,35,0,53,12,0,33,41,135,58,66,322,356,1019,236402,,,150938,,,,,235720
6037464200,Census Tract 4642,"Census Tract 4642, Los Angeles County, California",6,37,464200,6071,2138,153750,147137,192386,101,45,25,101,49,40,42,57,14,64,97,173,152,103,305,770,198173,,,135938,,,250001,250001,198077
6037480002,Census Tract 4800.02,"Census Tract 4800.02, Los Angeles County, California",6,37,480002,3498,1116,108095,118125,96500,25,41,8,32,15,78,29,7,36,26,60,139,158,75,103,284,100950,,,108393,,118969,,118125,105469
6037480011,Census Tract 4800.11,"Census Tract 4800.11, Los Angeles County, California",6,37,480011,5385,1783,63036,81786,46806,193,95,15,78,102,45,36,128,47,85,190,274,186,83,146,80,69464,,,82723,,27037,,55242,61917
6037480012,Census Tract 4800.12,"Census Tract 4800.12, Los Angeles County, California",6,37,480012,4871,1609,80723,105272,55833,71,44,26,43,84,35,38,26,38,154,195,272,156,136,141,150,70450,80500,,91680,,58750,105417,58649,81167
6037480101,Census Tract 4801.01,"Census Tract 4801.01, Los Angeles County, California",6,37,480101,3965,1230,68243,108558,41479,77,19,54,99,32,37,46,80,6,60,146,79,141,109,136,109,67973,,,87868,,41204,,42222,67770
6037480102,Census Tract 4801.02,"Census Tract 4801.02, Los Angeles County, California",6,37,480102,4740,1482,66210,108021,48750,56,107,51,27,51,85,34,140,9,111,153,164,106,180,108,100,77063,,,66169,,,59886,78864,48194
6037480201,Census Tract 4802.01,"Census Tract 4802.01, Los Angeles County, California",6,37,480201,3921,1243,102484,115976,48250,40,11,13,29,17,45,15,73,68,32,53,146,194,110,152,245,115457,,,101031,,,250001,75938,116677
6037480202,Census Tract 4802.02,"Census Tract 4802.02, Los Angeles County, California",6,37,480202,2614,848,102368,100724,112625,24,20,10,35,38,52,56,0,24,14,73,60,118,62,87,175,114833,,,80972,,71667,,103125,145208
6037480302,Census Tract 4803.02,"Census Tract 4803.02, Los Angeles County, California",6,37,480302,4593,1789,64028,98942,43043,146,75,90,77,84,70,82,125,36,62,192,194,127,166,95,168,72500,40250,,46842,,78636,,83796,55893
6037480303,Census Tract 4803.03,"Census Tract 4803.03, Los Angeles County, California",6,37,480303,3850,1430,48138,65625,41654,124,54,32,107,49,94,118,125,47,103,111,165,105,75,84,37,44444,,,55882,,38826,,42056,35938
6037480304,Census Tract 4803.04,"Census Tract 4803.04, Los Angeles County, California",6,37,480304,4459,1856,39575,54050,38090,227,163,150,164,85,64,84,41,67,159,159,203,121,99,37,33,46944,86528,,27454,,58281,,56042,62708
6037480400,Census Tract 4804,"Census Tract 4804, Los Angeles County, California",6,37,480400,5321,2187,55208,100000,51326,226,28,101,51,35,132,61,122,115,332,146,142,113,151,139,293,56020,,,53500,,,53750,51731,71528
6037480500,Census Tract 4805,"Census Tract 4805, Los Angeles County, California",6,37,480500,5053,2034,117143,176146,79663,66,12,54,14,40,13,74,68,82,80,144,207,243,112,228,597,120948,,,101583,,110833,250001,124097,114808
