FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Two or More Races,Total: Two or More Asian
6037575402,Census Tract 5754.02,"Census Tract 5754.02, Los Angeles County, California",6,37,575402,4113,4113,32898.26,0.125021815,4113,2623,283,16,204,0,881,106,3443,45,11
6037575500,Census Tract 5755,"Census Tract 5755, Los Angeles County, California",6,37,575500,92,92,181.026,0.508214324,92,38,0,0,0,0,54,0,80,0,0
6037575801,Census Tract 5758.01,"Census Tract 5758.01, Los Angeles County, California",6,37,575801,2341,2341,15768.58,0.148459761,2341,1346,248,64,120,0,501,62,1767,60,13
6037575802,Census Tract 5758.02,"Census Tract 5758.02, Los Angeles County, California",6,37,575802,5649,5649,45587.33,0.123916018,5649,3471,384,218,301,101,979,195,4153,136,0
6037575803,Census Tract 5758.03,"Census Tract 5758.03, Los Angeles County, California",6,37,575803,2938,2938,38125.27,0.077061747,2938,1589,329,13,253,0,613,141,1802,91,0
6037575901,Census Tract 5759.01,"Census Tract 5759.01, Los Angeles County, California",6,37,575901,3601,3601,22333.04,0.161240902,3601,1546,720,64,214,0,885,172,1986,78,0
6037575902,Census Tract 5759.02,"Census Tract 5759.02, Los Angeles County, California",6,37,575902,5262,5262,38881.3,0.13533499,5262,3132,781,52,391,0,615,291,1870,46,0
6037576001,Census Tract 5760.01,"Census Tract 5760.01, Los Angeles County, California",6,37,576001,5081,5081,7436.778,0.683225945,5081,2976,694,14,1034,76,67,220,718,81,111
6037576200,Census Tract 5762,"Census Tract 5762, Los Angeles County, California",6,37,576200,5658,5658,21034.87,0.268981941,5658,3104,910,206,411,53,694,280,2469,71,0
6037576301,Census Tract 5763.01,"Census Tract 5763.01, Los Angeles County, California",6,37,576301,3990,3990,18839.37,0.211790557,3990,1747,829,45,506,25,507,331,1952,131,9
6037576302,Census Tract 5763.02,"Census Tract 5763.02, Los Angeles County, California",6,37,576302,4261,4261,34092.05,0.124985135,4261,1895,399,113,998,0,660,196,2175,12,8
6037576401,Census Tract 5764.01,"Census Tract 5764.01, Los Angeles County, California",6,37,576401,5204,5204,41597.12,0.125104827,5204,2453,704,43,508,0,1104,392,3491,112,135
6037576402,Census Tract 5764.02,"Census Tract 5764.02, Los Angeles County, California",6,37,576402,5174,5174,41302.63,0.125270465,5174,2711,653,40,510,0,1053,207,3412,105,0
6037576403,Census Tract 5764.03,"Census Tract 5764.03, Los Angeles County, California",6,37,576403,5485,5485,43772.85,0.125305986,5485,2663,1056,0,667,0,945,154,3260,124,4
6037576501,Census Tract 5765.01,"Census Tract 5765.01, Los Angeles County, California",6,37,576501,2833,2833,25182.8,0.112497432,2833,1614,455,0,134,0,447,183,1339,37,0
6037576502,Census Tract 5765.02,"Census Tract 5765.02, Los Angeles County, California",6,37,576502,4717,4717,39715.14,0.118770821,4717,2532,798,241,367,0,430,349,2018,241,0
6037576503,Census Tract 5765.03,"Census Tract 5765.03, Los Angeles County, California",6,37,576503,4510,4510,37464.66,0.120380094,4510,2505,698,109,303,66,476,353,1773,181,0
6037576601,Census Tract 5766.01,"Census Tract 5766.01, Los Angeles County, California",6,37,576601,4418,4418,26594.79,0.166122777,4418,3217,353,0,142,63,461,182,1149,97,23
6037576602,Census Tract 5766.02,"Census Tract 5766.02, Los Angeles County, California",6,37,576602,4369,4369,21300.86,0.205109058,4369,3118,409,0,263,0,322,257,1134,24,0
6037576700,Census Tract 5767,"Census Tract 5767, Los Angeles County, California",6,37,576700,3989,3989,12381.18,0.322182574,3989,2744,426,14,459,3,109,234,514,41,22
6037576801,Census Tract 5768.01,"Census Tract 5768.01, Los Angeles County, California",6,37,576801,3991,3991,20102.69,0.19853065,3991,2445,452,0,471,0,412,211,1524,210,0
6037576802,Census Tract 5768.02,"Census Tract 5768.02, Los Angeles County, California",6,37,576802,3731,3731,20657.19,0.180615123,3731,2200,668,12,339,13,326,173,886,71,20
6037576901,Census Tract 5769.01,"Census Tract 5769.01, Los Angeles County, California",6,37,576901,5502,5502,32030.21,0.171775313,5502,2743,660,38,858,0,1110,93,3351,60,0
6037576903,Census Tract 5769.03,"Census Tract 5769.03, Los Angeles County, California",6,37,576903,3349,3349,26713,0.125369693,3349,2080,490,0,299,0,400,80,1944,43,0
6037576904,Census Tract 5769.04,"Census Tract 5769.04, Los Angeles County, California",6,37,576904,3418,3418,24181.56,0.141347373,3418,2011,386,0,332,0,446,243,1491,22,0
6037577000,Census Tract 5770,"Census Tract 5770, Los Angeles County, California",6,37,577000,7265,7265,10191.91,0.712820291,7265,4199,827,99,1259,0,371,510,1796,166,51
6037577100,Census Tract 5771,"Census Tract 5771, Los Angeles County, California",6,37,577100,7003,7003,14923.1,0.469272445,7003,5055,303,37,699,0,342,567,1758,148,77
6037577200,Census Tract 5772,"Census Tract 5772, Los Angeles County, California",6,37,577200,5592,5592,14817.86,0.377382443,5592,4358,432,0,375,0,236,191,1060,47,14
6037577300,Census Tract 5773,"Census Tract 5773, Los Angeles County, California",6,37,577300,5515,5515,15763.05,0.349868802,5515,4491,126,13,362,0,265,258,1037,85,0
6037577400,Census Tract 5774,"Census Tract 5774, Los Angeles County, California",6,37,577400,3135,3135,12581.43,0.24917683,3135,2623,45,45,167,47,136,72,523,42,0
6037577501,Census Tract 5775.01,"Census Tract 5775.01, Los Angeles County, California",6,37,577501,3408,3408,10645.08,0.320147815,3408,3037,34,8,231,0,31,67,395,31,6
6037577504,Census Tract 5775.04,"Census Tract 5775.04, Los Angeles County, California",6,37,577504,1369,1369,8611.194,0.158979115,1369,1172,50,8,65,21,14,39,133,0,5
6037577602,Census Tract 5776.02,"Census Tract 5776.02, Los Angeles County, California",6,37,577602,3364,3364,6571.179,0.511932488,3364,2498,210,8,348,0,12,288,276,128,0
6037577603,Census Tract 5776.03,"Census Tract 5776.03, Los Angeles County, California",6,37,577603,8141,8141,7860.157,1.035729895,8141,6553,277,36,749,78,116,332,1058,145,98
6037577604,Census Tract 5776.04,"Census Tract 5776.04, Los Angeles County, California",6,37,577604,1349,1349,4032.015,0.334572207,1349,1156,53,0,87,0,3,50,220,0,5
6037599000,Census Tract 5990,"Census Tract 5990, Los Angeles County, California",6,37,599000,3669,3669,3001.618,1.222340798,3669,2753,1,0,0,1,669,245,2172,195,0
6037599100,Census Tract 5991,"Census Tract 5991, Los Angeles County, California",6,37,599100,407,407,3.124646,130.2547502,407,347,0,0,2,36,9,13,72,0,0
6037600100,Census Tract 6001,"Census Tract 6001, Los Angeles County, California",6,37,600100,7156,7156,24464.65,0.292503672,7156,1886,2564,10,19,0,2641,36,4468,36,0
6037600201,Census Tract 6002.01,"Census Tract 6002.01, Los Angeles County, California",6,37,600201,4801,4801,21230.06,0.226141588,4801,1966,1867,24,0,0,937,7,2799,0,0
6037600202,Census Tract 6002.02,"Census Tract 6002.02, Los Angeles County, California",6,37,600202,6952,6952,21715.68,0.320137391,6952,2149,3127,46,12,0,1608,10,3725,0,0
6037600302,Census Tract 6003.02,"Census Tract 6003.02, Los Angeles County, California",6,37,600302,2808,2808,8900.128,0.315501076,2808,457,1962,195,11,0,128,55,835,9,0
6037600303,Census Tract 6003.03,"Census Tract 6003.03, Los Angeles County, California",6,37,600303,3961,3961,28142.39,0.140748529,3961,1456,1411,9,2,0,1038,45,2492,45,0
6037600304,Census Tract 6003.04,"Census Tract 6003.04, Los Angeles County, California",6,37,600304,3905,3905,22689.17,0.172108519,3905,1858,1247,36,38,0,656,70,2690,22,8
6037600400,Census Tract 6004,"Census Tract 6004, Los Angeles County, California",6,37,600400,4140,4140,10880.59,0.380494041,4140,508,3153,0,0,0,349,130,690,0,0
6037600501,Census Tract 6005.01,"Census Tract 6005.01, Los Angeles County, California",6,37,600501,2534,2534,9987.141,0.253726272,2534,365,1735,14,83,0,249,88,674,77,0
6037600502,Census Tract 6005.02,"Census Tract 6005.02, Los Angeles County, California",6,37,600502,2407,2407,9388.325,0.256382269,2407,586,1106,0,86,0,589,40,1082,13,0
6037600601,Census Tract 6006.01,"Census Tract 6006.01, Los Angeles County, California",6,37,600601,2611,2611,10454.75,0.249742856,2611,113,2145,0,3,0,180,170,335,42,0
6037600602,Census Tract 6006.02,"Census Tract 6006.02, Los Angeles County, California",6,37,600602,2671,2671,10021.87,0.266517065,2671,678,951,26,46,0,825,145,1511,43,0
6037600702,Census Tract 6007.02,"Census Tract 6007.02, Los Angeles County, California",6,37,600702,4530,4530,4914.92,0.921683421,4530,405,3410,0,0,0,562,153,789,0,0
6037600703,Census Tract 6007.03,"Census Tract 6007.03, Los Angeles County, California",6,37,600703,1967,1967,9804.198,0.200628343,1967,182,1631,0,13,0,22,119,169,0,0
6037600704,Census Tract 6007.04,"Census Tract 6007.04, Los Angeles County, California",6,37,600704,3218,3218,8756.9,0.367481625,3218,343,2672,0,53,0,94,56,338,0,0
6037600801,Census Tract 6008.01,"Census Tract 6008.01, Los Angeles County, California",6,37,600801,3248,3248,8663.237,0.374917567,3248,487,2552,0,52,19,63,75,522,12,0
6037600802,Census Tract 6008.02,"Census Tract 6008.02, Los Angeles County, California",6,37,600802,2518,2518,3361.641,0.749038992,2518,107,2113,0,51,77,100,70,204,0,0
6037600902,Census Tract 6009.02,"Census Tract 6009.02, Los Angeles County, California",6,37,600902,6718,6718,21737.69,0.309048536,6718,1460,3067,94,80,0,1445,572,3368,243,0
6037600911,Census Tract 6009.11,"Census Tract 6009.11, Los Angeles County, California",6,37,600911,3245,3245,12303.34,0.263749485,3245,1504,966,41,45,0,609,80,1867,23,0
6037600912,Census Tract 6009.12,"Census Tract 6009.12, Los Angeles County, California",6,37,600912,5691,5691,13585.41,0.418905416,5691,2780,947,66,50,0,1609,239,4434,171,16
6037601001,Census Tract 6010.01,"Census Tract 6010.01, Los Angeles County, California",6,37,601001,2471,2471,7239.489,0.341322431,2471,634,1529,11,7,0,150,140,709,69,0
6037601002,Census Tract 6010.02,"Census Tract 6010.02, Los Angeles County, California",6,37,601002,5099,5099,20854.87,0.244499202,5099,807,2711,177,87,0,934,383,2042,254,0
6037601100,Census Tract 6011,"Census Tract 6011, Los Angeles County, California",6,37,601100,6126,6126,24768.79,0.247327401,6126,1269,1766,127,453,0,2318,193,3718,144,29
6037601202,Census Tract 6012.02,"Census Tract 6012.02, Los Angeles County, California",6,37,601202,3924,3924,15533.49,0.252615456,3924,2362,184,51,106,0,1221,0,3490,0,0
6037601211,Census Tract 6012.11,"Census Tract 6012.11, Los Angeles County, California",6,37,601211,2844,2844,12704.21,0.223862813,2844,538,1180,0,8,21,996,101,1421,20,0
6037601212,Census Tract 6012.12,"Census Tract 6012.12, Los Angeles County, California",6,37,601212,6889,6889,30496.49,0.225894869,6889,1853,2579,59,0,231,1733,434,3774,367,0
6037601301,Census Tract 6013.01,"Census Tract 6013.01, Los Angeles County, California",6,37,601301,2018,2018,8505.943,0.237245887,2018,478,1262,6,61,0,48,163,323,87,0
6037601302,Census Tract 6013.02,"Census Tract 6013.02, Los Angeles County, California",6,37,601302,7377,7377,15665.28,0.470914151,7377,1949,4143,2,237,0,721,325,2362,202,0
6037601303,Census Tract 6013.03,"Census Tract 6013.03, Los Angeles County, California",6,37,601303,5221,5221,30841.28,0.169286113,5221,957,2598,63,174,46,929,454,1760,177,0
6037601401,Census Tract 6014.01,"Census Tract 6014.01, Los Angeles County, California",6,37,601401,5688,5688,9364.848,0.607377718,5688,1382,2058,206,210,0,1367,465,2893,181,10
6037601402,Census Tract 6014.02,"Census Tract 6014.02, Los Angeles County, California",6,37,601402,4850,4850,12774.7,0.379656585,4850,2137,128,143,59,0,2298,85,4418,76,0
6037601501,Census Tract 6015.01,"Census Tract 6015.01, Los Angeles County, California",6,37,601501,3995,3995,21869.58,0.182673819,3995,1929,148,6,0,192,1639,81,3586,81,0
6037601502,Census Tract 6015.02,"Census Tract 6015.02, Los Angeles County, California",6,37,601502,3956,3956,20876.19,0.189498175,3956,2305,60,29,125,0,1372,65,3760,57,0
6037601600,Census Tract 6016,"Census Tract 6016, Los Angeles County, California",6,37,601600,4122,4122,11700.37,0.352296613,4122,1854,128,0,238,0,1839,63,3795,63,0
6037601700,Census Tract 6017,"Census Tract 6017, Los Angeles County, California",6,37,601700,5427,5427,18000.01,0.301499853,5427,1693,351,40,73,0,3137,133,4867,133,0
6037601801,Census Tract 6018.01,"Census Tract 6018.01, Los Angeles County, California",6,37,601801,2989,2989,15905.3,0.187924809,2989,1808,82,10,0,0,1089,0,2892,0,0
6037601802,Census Tract 6018.02,"Census Tract 6018.02, Los Angeles County, California",6,37,601802,3956,3956,21164.99,0.186912449,3956,2114,140,7,0,0,1657,38,3724,38,0
6037601900,Census Tract 6019,"Census Tract 6019, Los Angeles County, California",6,37,601900,5147,5147,19135.25,0.268980011,5147,1732,821,53,14,0,2350,177,4205,129,0
6037602002,Census Tract 6020.02,"Census Tract 6020.02, Los Angeles County, California",6,37,602002,3012,3012,14695.49,0.204960795,3012,868,318,19,230,0,1290,287,2300,259,0
6037602003,Census Tract 6020.03,"Census Tract 6020.03, Los Angeles County, California",6,37,602003,4457,4457,18465.88,0.241364053,4457,1930,508,50,64,0,1792,113,3788,91,0
6037602004,Census Tract 6020.04,"Census Tract 6020.04, Los Angeles County, California",6,37,602004,3735,3735,16330.21,0.228717276,3735,1154,813,0,63,0,1684,21,2616,0,0
6037602103,Census Tract 6021.03,"Census Tract 6021.03, Los Angeles County, California",6,37,602103,6602,6602,20455.89,0.322743194,6602,2046,1374,282,439,0,2063,398,4411,321,0
6037602104,Census Tract 6021.04,"Census Tract 6021.04, Los Angeles County, California",6,37,602104,5861,5861,21056.14,0.278351097,5861,1831,1337,0,147,0,2198,348,4044,224,5
6037602105,Census Tract 6021.05,"Census Tract 6021.05, Los Angeles County, California",6,37,602105,4255,4255,17256.93,0.246567552,4255,1486,623,20,186,50,1553,337,3007,210,0
6037602106,Census Tract 6021.06,"Census Tract 6021.06, Los Angeles County, California",6,37,602106,5547,5547,17523.08,0.316553976,5547,1876,949,0,832,23,1340,527,2942,354,13
6037602200,Census Tract 6022,"Census Tract 6022, Los Angeles County, California",6,37,602200,7639,7639,9379.877,0.814403001,7639,3893,909,2,545,117,1524,649,3726,338,15
6037602301,Census Tract 6023.01,"Census Tract 6023.01, Los Angeles County, California",6,37,602301,6272,6272,9042.141,0.693641052,6272,3145,297,2,359,29,2025,415,3743,315,11
6037602302,Census Tract 6023.02,"Census Tract 6023.02, Los Angeles County, California",6,37,602302,4610,4610,6162.889,0.74802586,4610,2850,118,10,986,0,64,582,744,254,174
6037602402,Census Tract 6024.02,"Census Tract 6024.02, Los Angeles County, California",6,37,602402,6234,6234,12223.28,0.510010471,6234,2554,779,0,625,24,1933,319,3757,237,36
6037602403,Census Tract 6024.03,"Census Tract 6024.03, Los Angeles County, California",6,37,602403,5289,5289,23386.96,0.226151627,5289,1688,929,0,736,141,1559,236,3181,130,0
6037602404,Census Tract 6024.04,"Census Tract 6024.04, Los Angeles County, California",6,37,602404,5292,5292,21224.54,0.249333974,5292,1868,856,72,414,0,1534,548,3359,216,0
6037602504,Census Tract 6025.04,"Census Tract 6025.04, Los Angeles County, California",6,37,602504,4852,4852,39093.67,0.124112158,4852,1483,1672,29,492,54,868,254,2214,96,0
6037602505,Census Tract 6025.05,"Census Tract 6025.05, Los Angeles County, California",6,37,602505,4370,4370,34976.91,0.124939575,4370,1259,1425,0,27,0,1400,259,2435,133,0
6037602506,Census Tract 6025.06,"Census Tract 6025.06, Los Angeles County, California",6,37,602506,4245,4245,33863.93,0.125354635,4245,665,1595,0,232,7,1357,389,1937,132,22
6037602507,Census Tract 6025.07,"Census Tract 6025.07, Los Angeles County, California",6,37,602507,5099,5099,40933.8,0.124566986,5099,873,2515,0,261,0,1120,330,1791,12,0
6037602508,Census Tract 6025.08,"Census Tract 6025.08, Los Angeles County, California",6,37,602508,7138,7138,28549.79,0.250019305,7138,1644,2231,63,426,0,2045,729,3428,154,0
6037602509,Census Tract 6025.09,"Census Tract 6025.09, Los Angeles County, California",6,37,602509,4289,4289,5269.605,0.813913037,4289,1488,796,11,517,0,1296,181,2709,62,0
6037602600,Census Tract 6026,"Census Tract 6026, Los Angeles County, California",6,37,602600,8266,8266,11270.1,0.733445097,8266,1097,5208,28,262,343,820,508,1470,125,36
6037602700,Census Tract 6027,"Census Tract 6027, Los Angeles County, California",6,37,602700,3986,3986,4179.514,0.953699399,3986,299,2817,1,168,80,500,121,870,0,0
6037602801,Census Tract 6028.01,"Census Tract 6028.01, Los Angeles County, California",6,37,602801,3255,3255,6724.285,0.484066335,3255,1132,1135,0,0,0,963,25,2108,10,0
6037602802,Census Tract 6028.02,"Census Tract 6028.02, Los Angeles County, California",6,37,602802,4360,4360,8456.882,0.515556443,4360,628,2757,0,51,0,907,17,1494,0,0
6037602900,Census Tract 6029,"Census Tract 6029, Los Angeles County, California",6,37,602900,4339,4339,4018.024,1.079884154,4339,1187,631,34,182,0,2178,127,3232,71,0
6037603001,Census Tract 6030.01,"Census Tract 6030.01, Los Angeles County, California",6,37,603001,7378,7378,16785.43,0.439547982,7378,1361,1750,41,1689,0,2438,99,3608,87,38
6037603004,Census Tract 6030.04,"Census Tract 6030.04, Los Angeles County, California",6,37,603004,1530,1530,17567.18,0.087094226,1530,251,440,0,616,0,211,12,379,0,10
6037603005,Census Tract 6030.05,"Census Tract 6030.05, Los Angeles County, California",6,37,603005,5859,5859,23319.42,0.251249813,5859,916,1897,0,898,0,1993,155,2585,109,36
6037603006,Census Tract 6030.06,"Census Tract 6030.06, Los Angeles County, California",6,37,603006,1905,1905,7176.267,0.265458373,1905,349,197,5,984,0,270,100,489,47,13
6037603101,Census Tract 6031.01,"Census Tract 6031.01, Los Angeles County, California",6,37,603101,4043,4043,11878.31,0.340368372,4043,1392,910,0,996,16,515,214,1503,130,0
6037603102,Census Tract 6031.02,"Census Tract 6031.02, Los Angeles County, California",6,37,603102,3742,3742,12995.94,0.287936083,3742,1047,557,0,1085,0,912,141,1703,42,0
6037603200,Census Tract 6032,"Census Tract 6032, Los Angeles County, California",6,37,603200,3245,3245,7600.637,0.426937885,3245,627,433,0,1526,0,558,101,815,27,63
