FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037183620,"Census Tract 1836.20, Los Angeles County, California","Census Tract 1836.20, Los Angeles County, California",6,37,183620,3031,1024,935,285,650
6037183701,"Census Tract 1837.01, Los Angeles County, California","Census Tract 1837.01, Los Angeles County, California",6,37,183701,2986,1388,1240,372,868
6037183702,"Census Tract 1837.02, Los Angeles County, California","Census Tract 1837.02, Los Angeles County, California",6,37,183702,3145,1147,1108,536,572
6037183810,"Census Tract 1838.10, Los Angeles County, California","Census Tract 1838.10, Los Angeles County, California",6,37,183810,4201,1322,1246,159,1087
6037183820,"Census Tract 1838.20, Los Angeles County, California","Census Tract 1838.20, Los Angeles County, California",6,37,183820,3651,1087,957,180,777
6037185100,"Census Tract 1851, Los Angeles County, California","Census Tract 1851, Los Angeles County, California",6,37,185100,6378,2306,2124,1115,1009
6037185202,"Census Tract 1852.02, Los Angeles County, California","Census Tract 1852.02, Los Angeles County, California",6,37,185202,3951,1435,1332,628,704
6037185203,"Census Tract 1852.03, Los Angeles County, California","Census Tract 1852.03, Los Angeles County, California",6,37,185203,3143,940,936,417,519
6037185204,"Census Tract 1852.04, Los Angeles County, California","Census Tract 1852.04, Los Angeles County, California",6,37,185204,1961,750,654,520,134
6037185310,"Census Tract 1853.10, Los Angeles County, California","Census Tract 1853.10, Los Angeles County, California",6,37,185310,3559,901,777,264,513
6037185320,"Census Tract 1853.20, Los Angeles County, California","Census Tract 1853.20, Los Angeles County, California",6,37,185320,2877,934,883,329,554
6037186100,"Census Tract 1861, Los Angeles County, California","Census Tract 1861, Los Angeles County, California",6,37,186100,4614,1835,1660,969,691
6037186201,"Census Tract 1862.01, Los Angeles County, California","Census Tract 1862.01, Los Angeles County, California",6,37,186201,3013,1193,1099,274,825
6037186202,"Census Tract 1862.02, Los Angeles County, California","Census Tract 1862.02, Los Angeles County, California",6,37,186202,1971,753,718,389,329
6037186203,"Census Tract 1862.03, Los Angeles County, California","Census Tract 1862.03, Los Angeles County, California",6,37,186203,2705,1116,1079,880,199
6037186301,"Census Tract 1863.01, Los Angeles County, California","Census Tract 1863.01, Los Angeles County, California",6,37,186301,2648,950,857,321,536
6037186302,"Census Tract 1863.02, Los Angeles County, California","Census Tract 1863.02, Los Angeles County, California",6,37,186302,4196,1831,1620,1077,543
6037186401,"Census Tract 1864.01, Los Angeles County, California","Census Tract 1864.01, Los Angeles County, California",6,37,186401,3721,1056,999,96,903
6037186403,"Census Tract 1864.03, Los Angeles County, California","Census Tract 1864.03, Los Angeles County, California",6,37,186403,3070,863,828,286,542
6037186404,"Census Tract 1864.04, Los Angeles County, California","Census Tract 1864.04, Los Angeles County, California",6,37,186404,2361,727,683,221,462
6037187101,"Census Tract 1871.01, Los Angeles County, California","Census Tract 1871.01, Los Angeles County, California",6,37,187101,3138,1321,1249,597,652
6037187102,"Census Tract 1871.02, Los Angeles County, California","Census Tract 1871.02, Los Angeles County, California",6,37,187102,2839,1215,1105,345,760
6037187200,"Census Tract 1872, Los Angeles County, California","Census Tract 1872, Los Angeles County, California",6,37,187200,3039,941,912,350,562
6037187300,"Census Tract 1873, Los Angeles County, California","Census Tract 1873, Los Angeles County, California",6,37,187300,3174,1628,1470,554,916
6037188100,"Census Tract 1881, Los Angeles County, California","Census Tract 1881, Los Angeles County, California",6,37,188100,3763,1793,1695,428,1267
6037188201,"Census Tract 1882.01, Los Angeles County, California","Census Tract 1882.01, Los Angeles County, California",6,37,188201,3240,2018,1904,358,1546
6037188202,"Census Tract 1882.02, Los Angeles County, California","Census Tract 1882.02, Los Angeles County, California",6,37,188202,2450,1299,1178,673,505
6037188300,"Census Tract 1883, Los Angeles County, California","Census Tract 1883, Los Angeles County, California",6,37,188300,3310,1492,1385,710,675
6037189101,"Census Tract 1891.01, Los Angeles County, California","Census Tract 1891.01, Los Angeles County, California",6,37,189101,2776,1510,1470,148,1322
6037189102,"Census Tract 1891.02, Los Angeles County, California","Census Tract 1891.02, Los Angeles County, California",6,37,189102,2896,2025,1709,498,1211
6037189201,"Census Tract 1892.01, Los Angeles County, California","Census Tract 1892.01, Los Angeles County, California",6,37,189201,3365,2029,1930,128,1802
6037189202,"Census Tract 1892.02, Los Angeles County, California","Census Tract 1892.02, Los Angeles County, California",6,37,189202,2645,1321,1243,685,558
6037189300,"Census Tract 1893, Los Angeles County, California","Census Tract 1893, Los Angeles County, California",6,37,189300,3177,1412,1412,1288,124
6037189400,"Census Tract 1894, Los Angeles County, California","Census Tract 1894, Los Angeles County, California",6,37,189400,3376,2038,1808,900,908
6037189500,"Census Tract 1895, Los Angeles County, California","Census Tract 1895, Los Angeles County, California",6,37,189500,4351,2958,2815,465,2350
6037189600,"Census Tract 1896, Los Angeles County, California","Census Tract 1896, Los Angeles County, California",6,37,189600,3524,2321,2101,737,1364
6037189701,"Census Tract 1897.01, Los Angeles County, California","Census Tract 1897.01, Los Angeles County, California",6,37,189701,3927,2615,2025,834,1191
6037189702,"Census Tract 1897.02, Los Angeles County, California","Census Tract 1897.02, Los Angeles County, California",6,37,189702,2135,1573,1348,651,697
6037189800,"Census Tract 1898, Los Angeles County, California","Census Tract 1898, Los Angeles County, California",6,37,189800,4166,2587,2450,661,1789
6037189902,"Census Tract 1899.02, Los Angeles County, California","Census Tract 1899.02, Los Angeles County, California",6,37,189902,5037,3260,3210,168,3042
6037189903,"Census Tract 1899.03, Los Angeles County, California","Census Tract 1899.03, Los Angeles County, California",6,37,189903,2060,1593,1379,256,1123
6037189904,"Census Tract 1899.04, Los Angeles County, California","Census Tract 1899.04, Los Angeles County, California",6,37,189904,2470,1627,1531,0,1531
6037189905,"Census Tract 1899.05, Los Angeles County, California","Census Tract 1899.05, Los Angeles County, California",6,37,189905,2484,1560,1463,248,1215
6037190100,"Census Tract 1901, Los Angeles County, California","Census Tract 1901, Los Angeles County, California",6,37,190100,4690,3054,2654,147,2507
6037190201,"Census Tract 1902.01, Los Angeles County, California","Census Tract 1902.01, Los Angeles County, California",6,37,190201,2769,1673,1455,0,1455
6037190202,"Census Tract 1902.02, Los Angeles County, California","Census Tract 1902.02, Los Angeles County, California",6,37,190202,3110,2480,2073,37,2036
6037190301,"Census Tract 1903.01, Los Angeles County, California","Census Tract 1903.01, Los Angeles County, California",6,37,190301,4625,2794,2326,38,2288
6037190401,"Census Tract 1904.01, Los Angeles County, California","Census Tract 1904.01, Los Angeles County, California",6,37,190401,3370,1851,1763,10,1753
6037190402,"Census Tract 1904.02, Los Angeles County, California","Census Tract 1904.02, Los Angeles County, California",6,37,190402,2294,1418,1272,18,1254
6037190510,"Census Tract 1905.10, Los Angeles County, California","Census Tract 1905.10, Los Angeles County, California",6,37,190510,4612,1769,1687,19,1668
6037190520,"Census Tract 1905.20, Los Angeles County, California","Census Tract 1905.20, Los Angeles County, California",6,37,190520,3667,1661,1568,145,1423
6037190700,"Census Tract 1907, Los Angeles County, California","Census Tract 1907, Los Angeles County, California",6,37,190700,3199,2078,1773,140,1633
6037190801,"Census Tract 1908.01, Los Angeles County, California","Census Tract 1908.01, Los Angeles County, California",6,37,190801,2519,1483,1339,100,1239
6037190802,"Census Tract 1908.02, Los Angeles County, California","Census Tract 1908.02, Los Angeles County, California",6,37,190802,2886,1444,1396,169,1227
6037190901,"Census Tract 1909.01, Los Angeles County, California","Census Tract 1909.01, Los Angeles County, California",6,37,190901,4232,1540,1411,45,1366
6037190902,"Census Tract 1909.02, Los Angeles County, California","Census Tract 1909.02, Los Angeles County, California",6,37,190902,4055,1710,1603,106,1497
6037191000,"Census Tract 1910, Los Angeles County, California","Census Tract 1910, Los Angeles County, California",6,37,191000,3338,2062,1657,254,1403
6037191110,"Census Tract 1911.10, Los Angeles County, California","Census Tract 1911.10, Los Angeles County, California",6,37,191110,3457,1191,1095,25,1070
6037191120,"Census Tract 1911.20, Los Angeles County, California","Census Tract 1911.20, Los Angeles County, California",6,37,191120,4383,1582,1558,205,1353
6037191201,"Census Tract 1912.01, Los Angeles County, California","Census Tract 1912.01, Los Angeles County, California",6,37,191201,4935,1779,1661,138,1523
6037191203,"Census Tract 1912.03, Los Angeles County, California","Census Tract 1912.03, Los Angeles County, California",6,37,191203,2599,1295,1190,77,1113
6037191204,"Census Tract 1912.04, Los Angeles County, California","Census Tract 1912.04, Los Angeles County, California",6,37,191204,1744,872,781,82,699
6037191301,"Census Tract 1913.01, Los Angeles County, California","Census Tract 1913.01, Los Angeles County, California",6,37,191301,2484,1010,965,101,864
6037191302,"Census Tract 1913.02, Los Angeles County, California","Census Tract 1913.02, Los Angeles County, California",6,37,191302,2477,1071,961,100,861
6037191410,"Census Tract 1914.10, Los Angeles County, California","Census Tract 1914.10, Los Angeles County, California",6,37,191410,5009,1789,1649,45,1604
6037191420,"Census Tract 1914.20, Los Angeles County, California","Census Tract 1914.20, Los Angeles County, California",6,37,191420,3995,1236,1166,98,1068
6037191500,"Census Tract 1915, Los Angeles County, California","Census Tract 1915, Los Angeles County, California",6,37,191500,5631,1821,1655,180,1475
6037191610,"Census Tract 1916.10, Los Angeles County, California","Census Tract 1916.10, Los Angeles County, California",6,37,191610,4610,1498,1407,196,1211
6037191620,"Census Tract 1916.20, Los Angeles County, California","Census Tract 1916.20, Los Angeles County, California",6,37,191620,2917,1158,1053,50,1003
6037191710,"Census Tract 1917.10, Los Angeles County, California","Census Tract 1917.10, Los Angeles County, California",6,37,191710,2805,1337,1256,66,1190
6037191720,"Census Tract 1917.20, Los Angeles County, California","Census Tract 1917.20, Los Angeles County, California",6,37,191720,4271,1388,1319,110,1209
6037191810,"Census Tract 1918.10, Los Angeles County, California","Census Tract 1918.10, Los Angeles County, California",6,37,191810,3900,1401,1364,87,1277
6037191820,"Census Tract 1918.20, Los Angeles County, California","Census Tract 1918.20, Los Angeles County, California",6,37,191820,2623,1358,1181,101,1080
6037191901,"Census Tract 1919.01, Los Angeles County, California","Census Tract 1919.01, Los Angeles County, California",6,37,191901,3791,1881,1835,38,1797
6037191902,"Census Tract 1919.02, Los Angeles County, California","Census Tract 1919.02, Los Angeles County, California",6,37,191902,2944,1570,1420,513,907
6037192001,"Census Tract 1920.01, Los Angeles County, California","Census Tract 1920.01, Los Angeles County, California",6,37,192001,2478,1311,1215,155,1060
6037192002,"Census Tract 1920.02, Los Angeles County, California","Census Tract 1920.02, Los Angeles County, California",6,37,192002,2572,1496,1361,499,862
6037192300,"Census Tract 1923, Los Angeles County, California","Census Tract 1923, Los Angeles County, California",6,37,192300,2771,1724,1608,444,1164
6037192410,"Census Tract 1924.10, Los Angeles County, California","Census Tract 1924.10, Los Angeles County, California",6,37,192410,3607,1885,1720,534,1186
6037192420,"Census Tract 1924.20, Los Angeles County, California","Census Tract 1924.20, Los Angeles County, California",6,37,192420,3964,1396,1336,185,1151
6037192510,"Census Tract 1925.10, Los Angeles County, California","Census Tract 1925.10, Los Angeles County, California",6,37,192510,3855,1267,1204,207,997
6037192520,"Census Tract 1925.20, Los Angeles County, California","Census Tract 1925.20, Los Angeles County, California",6,37,192520,5000,1668,1555,70,1485
6037192610,"Census Tract 1926.10, Los Angeles County, California","Census Tract 1926.10, Los Angeles County, California",6,37,192610,4971,1569,1457,169,1288
6037192620,"Census Tract 1926.20, Los Angeles County, California","Census Tract 1926.20, Los Angeles County, California",6,37,192620,3768,1352,1283,48,1235
6037192700,"Census Tract 1927, Los Angeles County, California","Census Tract 1927, Los Angeles County, California",6,37,192700,2902,1134,1040,86,954
6037194101,"Census Tract 1941.01, Los Angeles County, California","Census Tract 1941.01, Los Angeles County, California",6,37,194101,2944,1952,1661,447,1214
6037194102,"Census Tract 1941.02, Los Angeles County, California","Census Tract 1941.02, Los Angeles County, California",6,37,194102,3459,1678,1539,1175,364
6037194200,"Census Tract 1942, Los Angeles County, California","Census Tract 1942, Los Angeles County, California",6,37,194200,3621,1994,1720,1122,598
6037194300,"Census Tract 1943, Los Angeles County, California","Census Tract 1943, Los Angeles County, California",6,37,194300,3700,1769,1490,1108,382
6037194401,"Census Tract 1944.01, Los Angeles County, California","Census Tract 1944.01, Los Angeles County, California",6,37,194401,2460,1403,1287,131,1156
6037194402,"Census Tract 1944.02, Los Angeles County, California","Census Tract 1944.02, Los Angeles County, California",6,37,194402,3508,2210,2026,395,1631
6037194500,"Census Tract 1945, Los Angeles County, California","Census Tract 1945, Los Angeles County, California",6,37,194500,2202,1039,996,503,493
6037195100,"Census Tract 1951, Los Angeles County, California","Census Tract 1951, Los Angeles County, California",6,37,195100,4521,2238,2083,1254,829
6037195201,"Census Tract 1952.01, Los Angeles County, California","Census Tract 1952.01, Los Angeles County, California",6,37,195201,2895,1684,1537,314,1223
6037195202,"Census Tract 1952.02, Los Angeles County, California","Census Tract 1952.02, Los Angeles County, California",6,37,195202,3354,1566,1466,825,641
6037195300,"Census Tract 1953, Los Angeles County, California","Census Tract 1953, Los Angeles County, California",6,37,195300,3342,1609,1520,357,1163
6037195400,"Census Tract 1954, Los Angeles County, California","Census Tract 1954, Los Angeles County, California",6,37,195400,3998,2449,2252,783,1469
6037195500,"Census Tract 1955, Los Angeles County, California","Census Tract 1955, Los Angeles County, California",6,37,195500,5058,2434,2247,920,1327
6037195600,"Census Tract 1956, Los Angeles County, California","Census Tract 1956, Los Angeles County, California",6,37,195600,3289,1232,1214,361,853
6037195710,"Census Tract 1957.10, Los Angeles County, California","Census Tract 1957.10, Los Angeles County, California",6,37,195710,5091,1405,1347,143,1204
6037195720,"Census Tract 1957.20, Los Angeles County, California","Census Tract 1957.20, Los Angeles County, California",6,37,195720,2249,915,833,132,701
6037195802,"Census Tract 1958.02, Los Angeles County, California","Census Tract 1958.02, Los Angeles County, California",6,37,195802,2704,963,927,178,749
6037195803,"Census Tract 1958.03, Los Angeles County, California","Census Tract 1958.03, Los Angeles County, California",6,37,195803,2735,1271,1171,325,846
6037195804,"Census Tract 1958.04, Los Angeles County, California","Census Tract 1958.04, Los Angeles County, California",6,37,195804,2465,1131,1085,158,927
6037195901,"Census Tract 1959.01, Los Angeles County, California","Census Tract 1959.01, Los Angeles County, California",6,37,195901,2499,1209,1127,140,987
6037195902,"Census Tract 1959.02, Los Angeles County, California","Census Tract 1959.02, Los Angeles County, California",6,37,195902,1924,1056,1004,185,819
6037195903,"Census Tract 1959.03, Los Angeles County, California","Census Tract 1959.03, Los Angeles County, California",6,37,195903,2252,1032,987,77,910
6037197200,"Census Tract 1972, Los Angeles County, California","Census Tract 1972, Los Angeles County, California",6,37,197200,3813,1205,1137,556,581
6037197300,"Census Tract 1973, Los Angeles County, California","Census Tract 1973, Los Angeles County, California",6,37,197300,3937,1848,1797,527,1270
6037197410,"Census Tract 1974.10, Los Angeles County, California","Census Tract 1974.10, Los Angeles County, California",6,37,197410,3730,1797,1660,779,881
6037197420,"Census Tract 1974.20, Los Angeles County, California","Census Tract 1974.20, Los Angeles County, California",6,37,197420,3550,1390,1270,346,924
6037197500,"Census Tract 1975, Los Angeles County, California","Census Tract 1975, Los Angeles County, California",6,37,197500,4008,1711,1528,166,1362
6037197600,"Census Tract 1976, Los Angeles County, California","Census Tract 1976, Los Angeles County, California",6,37,197600,2523,970,941,165,776
6037197700,"Census Tract 1977, Los Angeles County, California","Census Tract 1977, Los Angeles County, California",6,37,197700,5410,1919,1703,283,1420
6037199000,"Census Tract 1990, Los Angeles County, California","Census Tract 1990, Los Angeles County, California",6,37,199000,4863,1693,1526,416,1110
6037199110,"Census Tract 1991.10, Los Angeles County, California","Census Tract 1991.10, Los Angeles County, California",6,37,199110,2783,805,747,406,341
6037199120,"Census Tract 1991.20, Los Angeles County, California","Census Tract 1991.20, Los Angeles County, California",6,37,199120,4371,1107,1031,220,811
6037199201,"Census Tract 1992.01, Los Angeles County, California","Census Tract 1992.01, Los Angeles County, California",6,37,199201,4402,1215,1159,183,976
6037199202,"Census Tract 1992.02, Los Angeles County, California","Census Tract 1992.02, Los Angeles County, California",6,37,199202,2649,876,832,385,447
6037199300,"Census Tract 1993, Los Angeles County, California","Census Tract 1993, Los Angeles County, California",6,37,199300,4195,1277,1189,720,469
6037199400,"Census Tract 1994, Los Angeles County, California","Census Tract 1994, Los Angeles County, California",6,37,199400,4744,1391,1313,447,866
6037199700,"Census Tract 1997, Los Angeles County, California","Census Tract 1997, Los Angeles County, California",6,37,199700,3358,1095,1036,184,852
6037199800,"Census Tract 1998, Los Angeles County, California","Census Tract 1998, Los Angeles County, California",6,37,199800,5362,1572,1538,456,1082
6037199900,"Census Tract 1999, Los Angeles County, California","Census Tract 1999, Los Angeles County, California",6,37,199900,2881,850,789,141,648
6037201110,"Census Tract 2011.10, Los Angeles County, California","Census Tract 2011.10, Los Angeles County, California",6,37,201110,2767,772,748,479,269
6037201120,"Census Tract 2011.20, Los Angeles County, California","Census Tract 2011.20, Los Angeles County, California",6,37,201120,4295,1334,1292,477,815
6037201200,"Census Tract 2012, Los Angeles County, California","Census Tract 2012, Los Angeles County, California",6,37,201200,2930,758,702,224,478
6037201301,"Census Tract 2013.01, Los Angeles County, California","Census Tract 2013.01, Los Angeles County, California",6,37,201301,3278,1076,997,442,555
6037201302,"Census Tract 2013.02, Los Angeles County, California","Census Tract 2013.02, Los Angeles County, California",6,37,201302,3633,2033,1864,1214,650
6037201401,"Census Tract 2014.01, Los Angeles County, California","Census Tract 2014.01, Los Angeles County, California",6,37,201401,4937,1403,1356,610,746
6037201402,"Census Tract 2014.02, Los Angeles County, California","Census Tract 2014.02, Los Angeles County, California",6,37,201402,4690,1433,1317,862,455
6037201501,"Census Tract 2015.01, Los Angeles County, California","Census Tract 2015.01, Los Angeles County, California",6,37,201501,5196,1578,1502,690,812
6037201503,"Census Tract 2015.03, Los Angeles County, California","Census Tract 2015.03, Los Angeles County, California",6,37,201503,3364,977,867,274,593
6037201504,"Census Tract 2015.04, Los Angeles County, California","Census Tract 2015.04, Los Angeles County, California",6,37,201504,2211,665,559,350,209
6037201601,"Census Tract 2016.01, Los Angeles County, California","Census Tract 2016.01, Los Angeles County, California",6,37,201601,2495,710,653,408,245
6037201602,"Census Tract 2016.02, Los Angeles County, California","Census Tract 2016.02, Los Angeles County, California",6,37,201602,2930,858,793,509,284
6037201700,"Census Tract 2017, Los Angeles County, California","Census Tract 2017, Los Angeles County, California",6,37,201700,5637,1449,1301,587,714
6037203100,"Census Tract 2031, Los Angeles County, California","Census Tract 2031, Los Angeles County, California",6,37,203100,4858,1250,1195,204,991
6037203200,"Census Tract 2032, Los Angeles County, California","Census Tract 2032, Los Angeles County, California",6,37,203200,5098,1313,1232,267,965
6037203300,"Census Tract 2033, Los Angeles County, California","Census Tract 2033, Los Angeles County, California",6,37,203300,2220,501,477,53,424
6037203500,"Census Tract 2035, Los Angeles County, California","Census Tract 2035, Los Angeles County, California",6,37,203500,3503,1038,896,144,752
6037203600,"Census Tract 2036, Los Angeles County, California","Census Tract 2036, Los Angeles County, California",6,37,203600,4712,1429,1315,216,1099
6037203710,"Census Tract 2037.10, Los Angeles County, California","Census Tract 2037.10, Los Angeles County, California",6,37,203710,3194,858,824,218,606
6037203720,"Census Tract 2037.20, Los Angeles County, California","Census Tract 2037.20, Los Angeles County, California",6,37,203720,4381,1126,1037,218,819
6037203800,"Census Tract 2038, Los Angeles County, California","Census Tract 2038, Los Angeles County, California",6,37,203800,4709,1142,1049,389,660
6037203900,"Census Tract 2039, Los Angeles County, California","Census Tract 2039, Los Angeles County, California",6,37,203900,2881,775,692,325,367
6037204110,"Census Tract 2041.10, Los Angeles County, California","Census Tract 2041.10, Los Angeles County, California",6,37,204110,3235,884,792,201,591
6037204120,"Census Tract 2041.20, Los Angeles County, California","Census Tract 2041.20, Los Angeles County, California",6,37,204120,2636,721,660,180,480
6037204200,"Census Tract 2042, Los Angeles County, California","Census Tract 2042, Los Angeles County, California",6,37,204200,2782,919,817,113,704
6037204300,"Census Tract 2043, Los Angeles County, California","Census Tract 2043, Los Angeles County, California",6,37,204300,5158,1316,1279,279,1000
6037204410,"Census Tract 2044.10, Los Angeles County, California","Census Tract 2044.10, Los Angeles County, California",6,37,204410,2097,645,590,81,509
6037204420,"Census Tract 2044.20, Los Angeles County, California","Census Tract 2044.20, Los Angeles County, California",6,37,204420,2903,901,844,77,767
6037204600,"Census Tract 2046, Los Angeles County, California","Census Tract 2046, Los Angeles County, California",6,37,204600,4694,1110,1039,299,740
6037204700,"Census Tract 2047, Los Angeles County, California","Census Tract 2047, Los Angeles County, California",6,37,204700,4441,1231,1122,402,720
6037204810,"Census Tract 2048.10, Los Angeles County, California","Census Tract 2048.10, Los Angeles County, California",6,37,204810,4083,1163,1072,351,721
6037204820,"Census Tract 2048.20, Los Angeles County, California","Census Tract 2048.20, Los Angeles County, California",6,37,204820,2615,559,537,306,231
6037204910,"Census Tract 2049.10, Los Angeles County, California","Census Tract 2049.10, Los Angeles County, California",6,37,204910,2967,740,740,190,550
6037204920,"Census Tract 2049.20, Los Angeles County, California","Census Tract 2049.20, Los Angeles County, California",6,37,204920,2591,637,603,277,326
6037205110,"Census Tract 2051.10, Los Angeles County, California","Census Tract 2051.10, Los Angeles County, California",6,37,205110,3629,887,809,0,809
6037205120,"Census Tract 2051.20, Los Angeles County, California","Census Tract 2051.20, Los Angeles County, California",6,37,205120,3445,958,916,85,831
6037206010,"Census Tract 2060.10, Los Angeles County, California","Census Tract 2060.10, Los Angeles County, California",6,37,206010,2881,1063,952,104,848
6037206020,"Census Tract 2060.20, Los Angeles County, California","Census Tract 2060.20, Los Angeles County, California",6,37,206020,7363,218,218,3,215
6037206031,"Census Tract 2060.31, Los Angeles County, California","Census Tract 2060.31, Los Angeles County, California",6,37,206031,3040,1879,1631,646,985
6037206032,"Census Tract 2060.32, Los Angeles County, California","Census Tract 2060.32, Los Angeles County, California",6,37,206032,5212,1656,1572,192,1380
6037206050,"Census Tract 2060.50, Los Angeles County, California","Census Tract 2060.50, Los Angeles County, California",6,37,206050,2670,767,756,18,738
6037206200,"Census Tract 2062, Los Angeles County, California","Census Tract 2062, Los Angeles County, California",6,37,206200,2735,1844,1578,268,1310
6037206300,"Census Tract 2063, Los Angeles County, California","Census Tract 2063, Los Angeles County, California",6,37,206300,5222,2410,2117,14,2103
6037207101,"Census Tract 2071.01, Los Angeles County, California","Census Tract 2071.01, Los Angeles County, California",6,37,207101,2934,1604,1267,33,1234
6037207102,"Census Tract 2071.02, Los Angeles County, California","Census Tract 2071.02, Los Angeles County, California",6,37,207102,2295,1015,938,18,920
6037207103,"Census Tract 2071.03, Los Angeles County, California","Census Tract 2071.03, Los Angeles County, California",6,37,207103,2100,817,805,51,754
6037207301,"Census Tract 2073.01, Los Angeles County, California","Census Tract 2073.01, Los Angeles County, California",6,37,207301,4356,3694,3295,585,2710
6037207302,"Census Tract 2073.02, Los Angeles County, California","Census Tract 2073.02, Los Angeles County, California",6,37,207302,3352,3029,2536,169,2367
6037207400,"Census Tract 2074, Los Angeles County, California","Census Tract 2074, Los Angeles County, California",6,37,207400,969,18,18,0,18
6037207501,"Census Tract 2075.01, Los Angeles County, California","Census Tract 2075.01, Los Angeles County, California",6,37,207501,1970,1563,1339,281,1058
6037207502,"Census Tract 2075.02, Los Angeles County, California","Census Tract 2075.02, Los Angeles County, California",6,37,207502,2281,1978,1709,0,1709
6037207710,"Census Tract 2077.10, Los Angeles County, California","Census Tract 2077.10, Los Angeles County, California",6,37,207710,2602,2205,1727,212,1515
6037207900,"Census Tract 2079, Los Angeles County, California","Census Tract 2079, Los Angeles County, California",6,37,207900,4470,2552,2141,409,1732
6037208000,"Census Tract 2080, Los Angeles County, California","Census Tract 2080, Los Angeles County, California",6,37,208000,7020,2423,2289,106,2183
6037208301,"Census Tract 2083.01, Los Angeles County, California","Census Tract 2083.01, Los Angeles County, California",6,37,208301,2227,525,517,27,490
6037208302,"Census Tract 2083.02, Los Angeles County, California","Census Tract 2083.02, Los Angeles County, California",6,37,208302,4718,1621,1587,97,1490
6037208401,"Census Tract 2084.01, Los Angeles County, California","Census Tract 2084.01, Los Angeles County, California",6,37,208401,5093,1461,1461,36,1425
6037208402,"Census Tract 2084.02, Los Angeles County, California","Census Tract 2084.02, Los Angeles County, California",6,37,208402,3170,859,859,111,748
6037208501,"Census Tract 2085.01, Los Angeles County, California","Census Tract 2085.01, Los Angeles County, California",6,37,208501,2669,886,829,80,749
6037208502,"Census Tract 2085.02, Los Angeles County, California","Census Tract 2085.02, Los Angeles County, California",6,37,208502,3714,1315,1227,54,1173
6037208610,"Census Tract 2086.10, Los Angeles County, California","Census Tract 2086.10, Los Angeles County, California",6,37,208610,3994,1481,1318,262,1056
6037208620,"Census Tract 2086.20, Los Angeles County, California","Census Tract 2086.20, Los Angeles County, California",6,37,208620,4815,1804,1721,163,1558
6037208710,"Census Tract 2087.10, Los Angeles County, California","Census Tract 2087.10, Los Angeles County, California",6,37,208710,3865,2056,1781,195,1586
6037208720,"Census Tract 2087.20, Los Angeles County, California","Census Tract 2087.20, Los Angeles County, California",6,37,208720,4412,1633,1510,11,1499
6037208801,"Census Tract 2088.01, Los Angeles County, California","Census Tract 2088.01, Los Angeles County, California",6,37,208801,3271,1307,1227,0,1227
6037208802,"Census Tract 2088.02, Los Angeles County, California","Census Tract 2088.02, Los Angeles County, California",6,37,208802,2528,1435,1323,36,1287
6037208902,"Census Tract 2089.02, Los Angeles County, California","Census Tract 2089.02, Los Angeles County, California",6,37,208902,2255,645,557,0,557
6037208903,"Census Tract 2089.03, Los Angeles County, California","Census Tract 2089.03, Los Angeles County, California",6,37,208903,3799,1258,1145,11,1134
6037208904,"Census Tract 2089.04, Los Angeles County, California","Census Tract 2089.04, Los Angeles County, California",6,37,208904,3640,1333,1218,10,1208
6037209102,"Census Tract 2091.02, Los Angeles County, California","Census Tract 2091.02, Los Angeles County, California",6,37,209102,5057,2016,1816,110,1706
6037209103,"Census Tract 2091.03, Los Angeles County, California","Census Tract 2091.03, Los Angeles County, California",6,37,209103,3435,1050,985,0,985
6037209104,"Census Tract 2091.04, Los Angeles County, California","Census Tract 2091.04, Los Angeles County, California",6,37,209104,2119,939,852,0,852
6037209200,"Census Tract 2092, Los Angeles County, California","Census Tract 2092, Los Angeles County, California",6,37,209200,2523,1594,1233,90,1143
6037209300,"Census Tract 2093, Los Angeles County, California","Census Tract 2093, Los Angeles County, California",6,37,209300,4810,2232,1898,25,1873
6037209401,"Census Tract 2094.01, Los Angeles County, California","Census Tract 2094.01, Los Angeles County, California",6,37,209401,3878,1517,1324,12,1312
6037209402,"Census Tract 2094.02, Los Angeles County, California","Census Tract 2094.02, Los Angeles County, California",6,37,209402,3772,1260,1146,18,1128
6037209403,"Census Tract 2094.03, Los Angeles County, California","Census Tract 2094.03, Los Angeles County, California",6,37,209403,3614,1364,1293,0,1293
6037209510,"Census Tract 2095.10, Los Angeles County, California","Census Tract 2095.10, Los Angeles County, California",6,37,209510,2778,1093,934,24,910
6037209520,"Census Tract 2095.20, Los Angeles County, California","Census Tract 2095.20, Los Angeles County, California",6,37,209520,2493,999,869,73,796
6037209810,"Census Tract 2098.10, Los Angeles County, California","Census Tract 2098.10, Los Angeles County, California",6,37,209810,2768,778,675,10,665
6037209820,"Census Tract 2098.20, Los Angeles County, California","Census Tract 2098.20, Los Angeles County, California",6,37,209820,2656,888,760,103,657
6037210010,"Census Tract 2100.10, Los Angeles County, California","Census Tract 2100.10, Los Angeles County, California",6,37,210010,3169,1258,1212,125,1087
6037211000,"Census Tract 2110, Los Angeles County, California","Census Tract 2110, Los Angeles County, California",6,37,211000,4346,1756,1662,1213,449
