FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6001436700,"Census Tract 4367, Alameda County, California","Census Tract 4367, Alameda County, California",6,1,436700,3830,1102,1010,509,501
6001436800,"Census Tract 4368, Alameda County, California","Census Tract 4368, Alameda County, California",6,1,436800,4260,1363,1332,598,734
6001436900,"Census Tract 4369, Alameda County, California","Census Tract 4369, Alameda County, California",6,1,436900,6551,1898,1780,697,1083
6001437000,"Census Tract 4370, Alameda County, California","Census Tract 4370, Alameda County, California",6,1,437000,3087,1255,1203,897,306
6001437101,"Census Tract 4371.01, Alameda County, California","Census Tract 4371.01, Alameda County, California",6,1,437101,6058,1971,1917,1841,76
6001437102,"Census Tract 4371.02, Alameda County, California","Census Tract 4371.02, Alameda County, California",6,1,437102,4329,1435,1396,754,642
6001437200,"Census Tract 4372, Alameda County, California","Census Tract 4372, Alameda County, California",6,1,437200,7120,2370,2240,1251,989
6001437300,"Census Tract 4373, Alameda County, California","Census Tract 4373, Alameda County, California",6,1,437300,3090,890,859,462,397
6001437400,"Census Tract 4374, Alameda County, California","Census Tract 4374, Alameda County, California",6,1,437400,3321,946,849,668,181
6001437500,"Census Tract 4375, Alameda County, California","Census Tract 4375, Alameda County, California",6,1,437500,4588,1203,1147,329,818
6001437600,"Census Tract 4376, Alameda County, California","Census Tract 4376, Alameda County, California",6,1,437600,3634,925,885,429,456
6001437701,"Census Tract 4377.01, Alameda County, California","Census Tract 4377.01, Alameda County, California",6,1,437701,4104,1093,1048,204,844
6001437702,"Census Tract 4377.02, Alameda County, California","Census Tract 4377.02, Alameda County, California",6,1,437702,4807,1107,1031,71,960
6001437800,"Census Tract 4378, Alameda County, California","Census Tract 4378, Alameda County, California",6,1,437800,4732,1401,1325,1026,299
6001437900,"Census Tract 4379, Alameda County, California","Census Tract 4379, Alameda County, California",6,1,437900,2247,698,671,254,417
6001438000,"Census Tract 4380, Alameda County, California","Census Tract 4380, Alameda County, California",6,1,438000,3277,1109,1043,729,314
6001438100,"Census Tract 4381, Alameda County, California","Census Tract 4381, Alameda County, California",6,1,438100,7492,2182,2081,1576,505
6001438201,"Census Tract 4382.01, Alameda County, California","Census Tract 4382.01, Alameda County, California",6,1,438201,4425,1217,1130,896,234
6001438203,"Census Tract 4382.03, Alameda County, California","Census Tract 4382.03, Alameda County, California",6,1,438203,4374,1324,1268,983,285
6001438204,"Census Tract 4382.04, Alameda County, California","Census Tract 4382.04, Alameda County, California",6,1,438204,5563,1892,1851,1646,205
6001438300,"Census Tract 4383, Alameda County, California","Census Tract 4383, Alameda County, California",6,1,438300,3963,933,879,667,212
6001438400,"Census Tract 4384, Alameda County, California","Census Tract 4384, Alameda County, California",6,1,438400,2622,723,708,598,110
6001440100,"Census Tract 4401, Alameda County, California","Census Tract 4401, Alameda County, California",6,1,440100,2227,1017,828,477,351
6001440200,"Census Tract 4402, Alameda County, California","Census Tract 4402, Alameda County, California",6,1,440200,5834,1527,1479,750,729
6001440301,"Census Tract 4403.01, Alameda County, California","Census Tract 4403.01, Alameda County, California",6,1,440301,6959,2197,2049,1568,481
6001440304,"Census Tract 4403.04, Alameda County, California","Census Tract 4403.04, Alameda County, California",6,1,440304,4805,1368,1314,808,506
6001440305,"Census Tract 4403.05, Alameda County, California","Census Tract 4403.05, Alameda County, California",6,1,440305,3889,1060,1000,839,161
6001440306,"Census Tract 4403.06, Alameda County, California","Census Tract 4403.06, Alameda County, California",6,1,440306,3972,1093,1005,647,358
6001440307,"Census Tract 4403.07, Alameda County, California","Census Tract 4403.07, Alameda County, California",6,1,440307,4186,1678,1544,1037,507
6001440308,"Census Tract 4403.08, Alameda County, California","Census Tract 4403.08, Alameda County, California",6,1,440308,5927,2060,1955,996,959
6001440331,"Census Tract 4403.31, Alameda County, California","Census Tract 4403.31, Alameda County, California",6,1,440331,3622,982,901,398,503
6001440332,"Census Tract 4403.32, Alameda County, California","Census Tract 4403.32, Alameda County, California",6,1,440332,3583,909,880,796,84
6001440333,"Census Tract 4403.33, Alameda County, California","Census Tract 4403.33, Alameda County, California",6,1,440333,2615,848,797,678,119
6001440334,"Census Tract 4403.34, Alameda County, California","Census Tract 4403.34, Alameda County, California",6,1,440334,4396,1116,1084,938,146
6001440335,"Census Tract 4403.35, Alameda County, California","Census Tract 4403.35, Alameda County, California",6,1,440335,6253,2152,2022,1193,829
6001440336,"Census Tract 4403.36, Alameda County, California","Census Tract 4403.36, Alameda County, California",6,1,440336,4968,1525,1457,860,597
6001441100,"Census Tract 4411, Alameda County, California","Census Tract 4411, Alameda County, California",6,1,441100,4015,1645,1515,1161,354
6001441200,"Census Tract 4412, Alameda County, California","Census Tract 4412, Alameda County, California",6,1,441200,7271,2676,2466,1558,908
6001441301,"Census Tract 4413.01, Alameda County, California","Census Tract 4413.01, Alameda County, California",6,1,441301,3088,1217,1139,574,565
6001441302,"Census Tract 4413.02, Alameda County, California","Census Tract 4413.02, Alameda County, California",6,1,441302,5655,1879,1815,1330,485
6001441401,"Census Tract 4414.01, Alameda County, California","Census Tract 4414.01, Alameda County, California",6,1,441401,6604,2449,2358,1725,633
6001441402,"Census Tract 4414.02, Alameda County, California","Census Tract 4414.02, Alameda County, California",6,1,441402,5257,1752,1668,1251,417
6001441501,"Census Tract 4415.01, Alameda County, California","Census Tract 4415.01, Alameda County, California",6,1,441501,6810,1873,1873,1533,340
6001441503,"Census Tract 4415.03, Alameda County, California","Census Tract 4415.03, Alameda County, California",6,1,441503,5762,1947,1897,1452,445
6001441521,"Census Tract 4415.21, Alameda County, California","Census Tract 4415.21, Alameda County, California",6,1,441521,6181,1862,1831,1408,423
6001441522,"Census Tract 4415.22, Alameda County, California","Census Tract 4415.22, Alameda County, California",6,1,441522,5177,1500,1461,1165,296
6001441523,"Census Tract 4415.23, Alameda County, California","Census Tract 4415.23, Alameda County, California",6,1,441523,4140,1455,1455,864,591
6001441524,"Census Tract 4415.24, Alameda County, California","Census Tract 4415.24, Alameda County, California",6,1,441524,4226,1381,1269,731,538
6001441601,"Census Tract 4416.01, Alameda County, California","Census Tract 4416.01, Alameda County, California",6,1,441601,4573,1481,1426,1157,269
6001441602,"Census Tract 4416.02, Alameda County, California","Census Tract 4416.02, Alameda County, California",6,1,441602,7710,2380,2251,1186,1065
6001441700,"Census Tract 4417, Alameda County, California","Census Tract 4417, Alameda County, California",6,1,441700,7535,2784,2578,1421,1157
6001441800,"Census Tract 4418, Alameda County, California","Census Tract 4418, Alameda County, California",6,1,441800,6827,2445,2385,1496,889
6001441921,"Census Tract 4419.21, Alameda County, California","Census Tract 4419.21, Alameda County, California",6,1,441921,3653,1324,1216,321,895
6001441923,"Census Tract 4419.23, Alameda County, California","Census Tract 4419.23, Alameda County, California",6,1,441923,5491,2247,2028,94,1934
6001441924,"Census Tract 4419.24, Alameda County, California","Census Tract 4419.24, Alameda County, California",6,1,441924,6794,2663,2449,1287,1162
6001441925,"Census Tract 4419.25, Alameda County, California","Census Tract 4419.25, Alameda County, California",6,1,441925,5750,2904,2643,600,2043
6001441926,"Census Tract 4419.26, Alameda County, California","Census Tract 4419.26, Alameda County, California",6,1,441926,4163,1489,1441,178,1263
6001441927,"Census Tract 4419.27, Alameda County, California","Census Tract 4419.27, Alameda County, California",6,1,441927,3863,1839,1579,382,1197
6001442000,"Census Tract 4420, Alameda County, California","Census Tract 4420, Alameda County, California",6,1,442000,3358,1057,1057,1026,31
6001442100,"Census Tract 4421, Alameda County, California","Census Tract 4421, Alameda County, California",6,1,442100,5163,1703,1616,1364,252
6001442200,"Census Tract 4422, Alameda County, California","Census Tract 4422, Alameda County, California",6,1,442200,6386,2188,2072,1649,423
6001442301,"Census Tract 4423.01, Alameda County, California","Census Tract 4423.01, Alameda County, California",6,1,442301,4680,1511,1436,821,615
6001442302,"Census Tract 4423.02, Alameda County, California","Census Tract 4423.02, Alameda County, California",6,1,442302,5318,2092,1920,706,1214
6001442400,"Census Tract 4424, Alameda County, California","Census Tract 4424, Alameda County, California",6,1,442400,7043,2011,1944,1394,550
6001442500,"Census Tract 4425, Alameda County, California","Census Tract 4425, Alameda County, California",6,1,442500,7059,2262,2082,1247,835
6001442601,"Census Tract 4426.01, Alameda County, California","Census Tract 4426.01, Alameda County, California",6,1,442601,3609,1310,1310,913,397
6001442602,"Census Tract 4426.02, Alameda County, California","Census Tract 4426.02, Alameda County, California",6,1,442602,5350,1761,1696,864,832
6001442700,"Census Tract 4427, Alameda County, California","Census Tract 4427, Alameda County, California",6,1,442700,3124,1088,1066,816,250
6001442800,"Census Tract 4428, Alameda County, California","Census Tract 4428, Alameda County, California",6,1,442800,3289,968,910,723,187
6001442900,"Census Tract 4429, Alameda County, California","Census Tract 4429, Alameda County, California",6,1,442900,7145,2348,2227,1618,609
6001443001,"Census Tract 4430.01, Alameda County, California","Census Tract 4430.01, Alameda County, California",6,1,443001,3179,836,836,664,172
6001443002,"Census Tract 4430.02, Alameda County, California","Census Tract 4430.02, Alameda County, California",6,1,443002,5934,1917,1798,1426,372
6001443102,"Census Tract 4431.02, Alameda County, California","Census Tract 4431.02, Alameda County, California",6,1,443102,5259,1494,1475,1292,183
6001443103,"Census Tract 4431.03, Alameda County, California","Census Tract 4431.03, Alameda County, California",6,1,443103,4091,1257,1206,1116,90
6001443104,"Census Tract 4431.04, Alameda County, California","Census Tract 4431.04, Alameda County, California",6,1,443104,5719,1813,1682,1079,603
6001443105,"Census Tract 4431.05, Alameda County, California","Census Tract 4431.05, Alameda County, California",6,1,443105,4204,1414,1314,1237,77
6001443200,"Census Tract 4432, Alameda County, California","Census Tract 4432, Alameda County, California",6,1,443200,3737,1219,1176,1078,98
6001443301,"Census Tract 4433.01, Alameda County, California","Census Tract 4433.01, Alameda County, California",6,1,443301,4077,1233,1210,1136,74
6001443321,"Census Tract 4433.21, Alameda County, California","Census Tract 4433.21, Alameda County, California",6,1,443321,3330,1252,1208,595,613
6001443322,"Census Tract 4433.22, Alameda County, California","Census Tract 4433.22, Alameda County, California",6,1,443322,3383,980,944,785,159
6001444100,"Census Tract 4441, Alameda County, California","Census Tract 4441, Alameda County, California",6,1,444100,7485,2527,2452,2035,417
6001444200,"Census Tract 4442, Alameda County, California","Census Tract 4442, Alameda County, California",6,1,444200,6682,2013,1959,1566,393
6001444301,"Census Tract 4443.01, Alameda County, California","Census Tract 4443.01, Alameda County, California",6,1,444301,3912,1197,1167,858,309
6001444302,"Census Tract 4443.02, Alameda County, California","Census Tract 4443.02, Alameda County, California",6,1,444302,4464,1318,1233,722,511
